ORTHID	SGDID
C1_06460C_A	YJL190C
C7_00530C_A	YOL146W
C3_05180W_A	YCR027C
C6_02360W_A	YPL211W
C5_02180C_A	YLR451W
C6_00940C_A	YIL117C
C5_04890C_A	YMR294W
C2_09270C_A	YOR057W
CR_04120C_A	YHR120W
C1_03310W_A	YPR034W
C2_10350C_A	YAL054C
CR_01060W_A	YHL003C
CR_02930W_A	YMR219W
C1_02530C_A	YPL265W
CR_04580W_A	YCR003W
C1_05500W_A	YKL155C
C5_05010W_A	YNL086W
C5_00800C_A	YJR078W
CR_00640W_A	YNR016C
C4_06650W_A	YOR069W
C7_03060C_A	YJL099W
C4_01690C_A	YMR027W
CR_10290C_A	YDR407C
C5_05130C_A	YDR196C
CR_07510W_A	YER029C
C1_02750C_A	YLR357W
C2_00420W_A	YLR093C
C1_05400C_A	YOL114C
C1_10000C_A	YNL053W
C7_01290W_A	YMR112C
C5_02780W_A	YMR179W
C1_02820W_A	YBR115C
C5_01810W_A	YHL009C
C1_03540C_A	YJR118C
C2_01310W_A	YDR425W
C7_01800C_A	YMR205C
C4_00880W_A	YER168C
C1_10640C_A	YER149C
C2_10560C_A	YLR136C
C4_04570W_A	YMR274C
C7_00410C_A	YCL014W
CR_10100C_A	YJL153C
C7_03980W_A	YGL231C
C2_05370C_A	YDL076C
CR_06590C_A	YOR107W
C2_10640C_A	YKL186C
C2_08820C_A	YHL022C
C1_08510W_A	YJR082C
C7_02990W_A	YJL095W
C2_02770W_A	YKL074C
CR_10170C_A	YDR321W
C6_01850W_A	YDR485C
C1_11310C_A	YDR505C
C1_07090C_A	YGR276C
C1_03200C_A	YDR421W
C3_00840C_A	YER093C-A
C4_06980W_A	YOL154W
C6_00950C_A	YOL006C
C4_05140C_A	YPR184W
C3_07250W_A	YGR083C
C5_01430C_A	YDR527W
C2_01620W_A	YGL187C
C7_03910W_A	YML060W
C6_01120C_A	YDR410C
C2_07130C_A	YLR248W
C4_05350W_A	YGR223C
C6_02370C_A	YGL129C
C6_01710C_A	YJR059W
C7_04240C_A	YMR258C
C1_07830C_A	YFR027W
C2_02320C_A	YML078W
C2_09960W_A	YOR251C
CR_03160W_A	YGL050W
CR_03620C_A	YMR302C
C2_08020C_A	YGR058W
C2_03870W_A	YFL017C
C7_03540C_A	YGR145W
CR_02920C_A	YPR192W
C7_01300C_A	YDR013W
C3_07150C_A	YOR369C
C7_00390W_A	YCL017C
C6_02600W_A	YPL190C
C1_09720W_A	YKL216W
C6_04360C_A	YER107C
C5_05350W_A	YIR008C
C1_13020C_A	YLR066W
C1_08330C_A	YOL086C
C1_06840C_A	YER058W
C3_04810C_A	YLR150W
C7_00760C_A	YLR050C
C7_01920W_A	YDR054C
CR_09980W_A	YBR081C
C7_01760C_A	YPL135W
C7_03800W_A	YCL001W
C1_06450C_A	YJL191W
CR_10720W_A	YOL095C
C1_08430W_A	YFL028C
C4_02590C_A	YLR135W
C7_04110W_A	YPL236C
CR_03230W_A	YNL224C
C6_00510C_A	YML032C
CR_06420W_A	YML016C
CR_08120C_A	YNL118C
C6_03950C_A	YBR231C
CR_00100C_A	YFL024C
C7_02110W_A	YMR075W
C5_01350W_A	YDR479C
C4_01930C_A	YPL107W
C4_06020C_A	YOR346W
C3_01850W_A	YDR347W
C2_04510W_A	YBR192W
C2_00600C_A	YKL040C
C2_04990W_A	YOR060C
C1_02330C_A	YGR034W
C5_00210C_A	YDL074C
C2_02870W_A	YKR068C
C1_02770W_A	YDL085C-A
C1_00810W_A	YGL047W
C2_06670C_A	YGR092W
C6_00460C_A	YFL041W
C1_00870W_A	YNR008W
C3_03800W_A	YKR093W
CR_03260W_A	YGR127W
CR_01100C_A	YHR116W
C4_02040W_A	YMR020W
CR_05530C_A	YPL133C
C7_02020W_A	YMR201C
C3_03170W_A	YLR208W
C5_02440C_A	YGR262C
C2_05690C_A	YPR107C
C2_05860C_A	YIL101C
C4_06060W_A	YLL040C
CR_06710C_A	YGR252W
C2_10670W_A	YMR276W
C6_03110C_A	YPR085C
C3_05520C_A	YLL001W
C3_05420W_A	YDL025C
CR_06180W_A	YBR234C
C3_04930C_A	YDL194W
C3_03750C_A	YLL004W
C2_08960C_A	YPL066W
C3_06240C_A	YML009C
C3_00570C_A	YLL010C
C2_02940W_A	YKR069W
C2_04570W_A	YKL172W
C6_02900C_A	YJL046W
C2_08490W_A	YER124C
C4_05440C_A	YPR157W
C4_00650W_A	YIL116W
C1_14120C_A	YKR013W
CR_05460W_A	YOR223W
C3_06990W_A	YNL326C
C5_00790C_A	YNL251C
C2_04820W_A	YOR201C
C1_09980C_A	YKL094W
C2_07750W_A	YNL090W
C2_10240W_A	YDL022W
C2_03430W_A	YHR090C
CR_04910W_A	YGL155W
C2_05000C_A	YNL284C
CR_02640W_A	YPR065W
CR_05630W_A	YHR169W
C1_04780C_A	YGL083W
C1_13730C_A	YPL266W
C1_04040C_A	YJL010C
C3_06340W_A	YDR305C
CR_08320W_A	YAL020C
CR_04270C_A	YER137C
CR_03350C_A	YMR098C
C5_01690C_A	YJL111W
C4_05670W_A	YPR024W
C1_13540W_A	YGL084C
C4_00340W_A	YHR076W
C1_09260C_A	YDL006W
C3_00780W_A	YGL194C
C6_03890C_A	YGL213C
C2_03380W_A	YIR006C
C2_04020C_A	YKL193C
C6_03240W_A	YOL151W
C5_00700C_A	YOL052C
C3_05700W_A	YBL061C
CR_00570W_A	YBR003W
C2_01110C_A	YIL033C
C7_00170W_A	YJR126C
C2_00220C_A	YGR005C
C3_01210C_A	YDL002C
C2_04960C_A	YKR074W
C3_02430W_A	YKL135C
C5_00570W_A	YER166W
C2_08570W_A	YEL036C
C2_08680W_A	YCR092C
C2_06470W_A	YOR049C
CR_07050C_A	YJL130C
C4_04480C_A	YAL003W
CR_02820W_A	YMR105C
C1_07930C_A	YDR414C
C3_00330W_A	YGR128C
C2_02200W_A	YMR243C
C1_05720W_A	YGL076C
C1_00910W_A	YMR233W
C1_06980C_A	YKL221W
C6_01900C_A	YHR043C
C4_03390W_A	YDL212W
C4_03330W_A	YDR315C
CR_09670C_A	YJL068C
C4_02090C_A	YGR195W
C2_00480C_A	YHL018W
C1_00690W_A	YLR039C
CR_03200C_A	YNL221C
CR_07920W_A	YLR352W
CR_03300C_A	YNL134C
CR_08950W_A	YDL029W
C3_06030W_A	YPL093W
C2_08380C_A	YJL090C
CR_00440C_A	YDL240W
C4_07230C_A	YDR359C
C1_10440W_A	YEL043W
CR_00490W_A	YGR220C
C2_01160W_A	YPR118W
C4_07190W_A	YLR166C
C3_06500W_A	YKL210W
C3_07320W_A	YGL197W
C1_03140W_A	YDR357C
C2_06300W_A	YLR298C
C6_02070C_A	YER117W
C6_03390W_A	YLR348C
C3_02490C_A	YIL126W
C1_04690C_A	YPR007C
C7_00560C_A	YGR024C
C2_05780C_A	YOR231W
C3_02540C_A	YPL196W
C1_11000C_A	YGL029W
C1_07630W_A	YPL059W
C1_13380W_A	YGL174W
C1_11100W_A	YMR009W
CR_05560W_A	YPL122C
C1_05620C_A	YKL178C
C1_01200W_A	YHR178W
C1_00220W_A	YMR307W
C2_03270W_A	YKL152C
CR_06900C_A	YOR002W
C5_04350C_A	YOR280C
C1_10750C_A	YCL005W-A
C1_08220W_A	YAL021C
C2_00030W_A	YKL125W
C2_08920W_A	YMR068W
C1_01570C_A	YDR404C
CR_10800C_A	YNL321W
C1_08320W_A	YPR074C
C2_06530W_A	YJR046W
C7_00810W_A	YOR043W
C2_05110W_A	YNL323W
C2_09380W_A	YPR143W
C1_10480W_A	YIR004W
CR_03530W_A	YKR016W
C6_01760W_A	YCR067C
CR_02370W_A	YGR060W
CR_10490W_A	YOL139C
CR_01920W_A	YNR058W
C7_02330W_A	YDR135C
C1_04540C_A	YPL045W
C5_02190C_A	YFR049W
C3_05010C_A	YJL092W
C1_09440W_A	YMR267W
CR_01410C_A	YNL035C
C7_01610W_A	YJL062W-A
C2_04660C_A	YJL141C
C3_03590W_A	YGR132C
C1_10540C_A	YPR171W
CR_04360C_A	YDL208W
C1_11110C_A	YEL003W
C2_03990W_A	YLR291C
C2_02420C_A	YLR401C
C4_04230W_A	YLR004C
C2_10060C_A	YGR277C
C3_05530W_A	YJL002C
C1_06680W_A	YLR240W
CR_03540W_A	YPR147C
C1_06020W_A	YBR260C
CR_04740C_A	YGR061C
C7_00060C_A	YER170W
C1_03210C_A	YHR107C
C2_08110W_A	YDR004W
CR_06160C_A	YBR233W-A
C1_01540W_A	YOR138C
C1_11890W_A	YJR111C
C7_00210C_A	YGR099W
C3_05680W_A	YER100W
C3_00460W_A	YDR298C
C5_01770C_A	YHR001W
C5_04440C_A	YJR095W
C1_13700W_A	YFL039C
C1_00610W_A	YNL169C
C4_04820C_A	YDL202W
C1_09690W_A	YNL117W
C3_00810C_A	YKR009C
C2_04500W_A	YPL082C
C1_04740W_A	YPL088W
CR_04650W_A	YOR265W
C5_01100C_A	YAL040C
CR_01960C_A	YOR334W
C1_13170C_A	YDR097C
C5_04780W_A	YLR015W
C3_00940W_A	YDR143C
C7_02050C_A	YJL085W
C6_01750C_A	YNR027W
C5_05000C_A	YGL144C
C2_10230W_A	YDR253C
C3_07220C_A	YOR323C
CR_10360C_A	YHR109W
C5_02810W_A	YJR022W
C1_03040W_A	YKL183W
C1_11340W_A	YNL279W
C2_04170C_A	YPR010C-A
C2_08600W_A	YML121W
C7_01250W_A	YMR116C
C5_03570W_A	YMR264W
C3_07380W_A	YBR062C
CR_05160C_A	YDR370C
C2_05100C_A	YBR143C
C1_14190C_A	YFR003C
C7_02930C_A	YOL022C
C5_04190W_A	YDL218W
C7_00860W_A	YLR390W-A
CR_10540C_A	YDL003W
CR_04100C_A	YMR121C
CR_01930C_A	YGR286C
C3_05430W_A	YKR051W
C5_04360C_A	YGL224C
C5_01870W_A	YDL040C
C2_06250C_A	YLR274W
C3_05760W_A	YIL083C
CR_02090C_A	YPL228W
C5_00900C_A	YLR420W
C5_01920C_A	YOL065C
C1_04420C_A	YKL024C
C2_00230W_A	YGL017W
C6_01780C_A	YHL008C
C2_04030C_A	YKL192C
C1_02440C_A	YFL044C
C7_02180C_A	YOR115C
C2_04350C_A	YPL029W
C1_00890W_A	YAL048C
C1_00550W_A	YLR299W
C3_05940C_A	YBR119W
C1_10320W_A	YMR281W
C4_00810C_A	YDL104C
C1_10620W_A	YLR175W
CR_08210C_A	YLR304C
C2_03050W_A	YDR393W
C5_02260C_A	YGR046W
CR_07390C_A	YJL063C
C4_03450C_A	YDL216C
C4_05310W_A	YJR003C
CR_10670W_A	YLR216C
CR_10410C_A	YOR145C
C4_01740W_A	YBR091C
C4_02400C_A	YJL019W
CR_09940W_A	YOR313C
CR_09240C_A	YPL225W
C5_01290C_A	YOR125C
C2_02760W_A	YKL073W
C4_02920W_A	YMR171C
C1_06900C_A	YIL051C
C5_04700C_A	YGR264C
C4_00970C_A	YLR106C
CR_01360W_A	YJR112W
C6_01210W_A	YPR063C
C1_13400C_A	YPR021C
CR_03390C_A	YMR106C
C4_03110W_A	YMR162C
CR_05580C_A	YPL121C
C1_03940W_A	YDR178W
CR_04300W_A	YBL024W
C3_06370C_A	YER127W
C4_05020W_A	YCR071C
C5_00330C_A	YLR087C
C3_06590W_A	YNR050C
C1_13330C_A	YLR146C
C1_10950C_A	YOR119C
C1_01990W_A	YCR021C
C2_05730C_A	YJL091C
C3_06920W_A	YKL128C
C1_08110W_A	YMR308C
C5_01520C_A	YPL091W
C3_03790W_A	YLR017W
C2_02920W_A	YOR052C
CR_06820W_A	YIL087C
CR_01080W_A	YJL207C
C3_00100W_A	YKL095W
CR_06560C_A	YNL305C
C1_13950C_A	YBR217W
C6_00320C_A	YHR164C
C2_02930C_A	YOR051C
CR_02190C_A	YBL066C
C4_05560C_A	YHR137W
CR_07950W_A	YNL075W
C7_01740C_A	YHL031C
C2_10850C_A	YDR049W
C7_00730W_A	YIR017C
CR_10500C_A	YNL320W
C6_03930W_A	YGL114W
C5_02020C_A	YOR262W
C1_00860W_A	YNR007C
C4_05980C_A	YCR026C
CR_07230W_A	YER030W
C6_00390W_A	YHR011W
C2_05050C_A	YOR320C
C4_05080C_A	YNR039C
CR_05260C_A	YDR017C
C2_01780W_A	YGR014W
CR_07600W_A	YAL019W
C2_06790W_A	YPR094W
C1_03030W_A	YMR143W
C4_02320C_A	YJR104C
CR_00540C_A	YOL126C
C1_01380C_A	YKR056W
C2_09620W_A	YIL005W
C2_10600W_A	YMR191W
C6_04550C_A	YPR003C
C2_04940C_A	YOL103W
C1_08380W_A	YBR118W
C1_05210C_A	YNR040W
C1_04830W_A	YNL287W
C4_01940W_A	YBR296C
CR_04840C_A	YMR164C
C5_01980C_A	YLR250W
C4_00300C_A	YPL016W
CR_01170W_A	YKL010C
C1_01520C_A	YHR008C
C4_06210C_A	YER006W
C2_01090C_A	YER044C
C2_01590W_A	YGL191W
C2_10530C_A	YAR018C
C6_03920W_A	YGL115W
C4_07050W_A	YPL087W
C1_08870C_A	YPR169W
C2_03170W_A	YBR096W
C2_05270W_A	YBR017C
C3_02160C_A	YML017W
C3_06770W_A	YDR088C
C3_02260C_A	YKL139W
C6_04450W_A	YHL014C
CR_07240C_A	YGL215W
C4_01120C_A	YJR107W
C7_00790W_A	YMR004W
C1_13560W_A	YGL175C
C2_05840W_A	YIL103W
C2_08840W_A	YNR046W
C3_01190C_A	YDL001W
C3_03760W_A	YOR245C
C2_10690W_A	YMR261C
C1_09360C_A	YMR212C
CR_10300W_A	YOR157C
C1_08820C_A	YHR189W
C1_08490W_A	YLR231C
C1_12430W_A	YOL078W
C4_02120W_A	YGR284C
C2_02160W_A	YMR060C
C5_01110W_A	YHL013C
C7_01480W_A	YOL003C
C3_00430W_A	YIL009C-A
CR_00150C_A	YIL160C
C6_00620W_A	YPR062W
C3_03310C_A	YDR140W
C2_04120C_A	YOL041C
C3_05190C_A	YOR197W
C4_00580W_A	YGR203W
CR_10730C_A	YDR289C
C2_00320W_A	YGL020C
C7_04030C_A	YPL125W
C7_01340W_A	YMR224C
C5_00230C_A	YBR228W
C5_01590W_A	YPL003W
CR_02890C_A	YPR190C
C1_00310W_A	YOR161C
C2_10360C_A	YDL205C
C1_11440C_A	YCL061C
C1_08480C_A	YJL024C
CR_10820W_A	YGR074W
C6_03840C_A	YDR011W
C1_01390C_A	YMR172W
C1_02080W_A	YPL165C
C4_02430W_A	YDR301W
C7_02960C_A	YNR029C
C4_01020C_A	YIL151C
C4_02060C_A	YGR186W
CR_03900W_A	YDL159W
C3_07120W_A	YLR301W
C1_04670W_A	YPL001W
C2_03280W_A	YJL041W
C1_03650C_A	YBR282W
C6_01050W_A	YPL097W
CR_08540C_A	YJL156C
C3_06060W_A	YPL086C
CR_03680C_A	YFL008W
C1_14030W_A	YJR008W
C4_04590W_A	YMR272C
C3_06220C_A	YKL120W
C3_00660W_A	YML049C
C3_04740C_A	YLR234W
C5_02730C_A	YDR267C
C5_00090C_A	YIL077C
C4_05170C_A	YGL091C
CR_03640C_A	YGR028W
C4_05550C_A	YIL041W
C3_05800W_A	YPL083C
C3_07710W_A	YBR236C
C7_00950W_A	YML025C
C3_02970C_A	YHR134W
C1_01190C_A	YHR176W
C1_14150C_A	YJL104W
C2_06650C_A	YGR091W
C2_00440W_A	YMR127C
C1_09280W_A	YJL162C
C1_07880C_A	YJL101C
CR_07750C_A	YNR038W
C1_12840W_A	YOL086W-A
C2_01340W_A	YKL039W
C6_02610C_A	YDR168W
C1_11240C_A	YER026C
C3_06870W_A	YGR192C
C1_03760C_A	YJR130C
C2_00740C_A	YKL140W
CR_01650W_A	YML106W
C3_04880W_A	YPR154W
C7_00610C_A	YFR048W
C4_00570C_A	YGR202C
C1_10470W_A	YBR251W
C4_01700C_A	YPR052C
CR_09590W_A	YLR201C
C5_04510W_A	YPL110C
C3_05040C_A	YDL149W
C6_00550W_A	YOR158W
C4_06460C_A	YEL048C
C1_09870W_A	YCR065W
C1_11010C_A	YBR168W
CR_04530W_A	YPL262W
C3_00160C_A	YKL047W
C6_02280W_A	YNL309W
C4_03040W_A	YOR210W
C4_06170C_A	YER007C-A
C4_02600C_A	YPR018W
C1_07520C_A	YBR086C
C1_12100C_A	YKL188C
CR_07330W_A	YLR438C-A
C2_06290C_A	YLR295C
CR_09320C_A	YBR106W
C2_02410W_A	YDL072C
C3_03150W_A	YKL072W
C7_01410C_A	YDR162C
C1_03170C_A	YDR179W-A
C2_01220W_A	YFR002W
C1_01590C_A	YOR151C
C4_06730C_A	YIL154C
C3_06070C_A	YJL128C
C2_00510W_A	YMR130W
C4_00070C_A	YOR256C
C5_05280C_A	YOR297C
C2_08730W_A	YDL233W
C7_00150W_A	YJL121C
C2_03370W_A	YOL055C
C1_10040W_A	YML130C
C3_02010C_A	YOR298W
C3_03280C_A	YOL012C
C1_03860C_A	YNL233W
C4_01790W_A	YPR049C
C4_04710W_A	YOR070C
C5_00740W_A	YHR191C
C1_04410C_A	YJR017C
C1_13900C_A	YDR062W
C1_12340C_A	YBR146W
C5_05120W_A	YJL014W
C3_01200W_A	YBL004W
C4_01060W_A	YKR095W
C1_04860W_A	YPR089W
C2_09260C_A	YDR272W
C2_02380W_A	YML069W
C7_03200C_A	YGR017W
C2_07340W_A	YPR144C
CR_09010C_A	YHR112C
CR_01540W_A	YBL052C
C4_02970C_A	YGR184C
CR_04930W_A	YGL153W
CR_04230W_A	YNL129W
C1_11900C_A	YGR072W
C2_07860W_A	YGL110C
C6_00700C_A	YER139C
C7_03590C_A	YHR032W
C5_04090C_A	YNL244C
C3_04450C_A	YMR244W
C1_08680C_A	YDR373W
C6_02630C_A	YML097C
C1_03220C_A	YDR099W
C1_02310C_A	YJL184W
C3_03390C_A	YPL252C
C4_02800W_A	YDL150W
C2_00280C_A	YLR323C
C5_00950C_A	YHR207C
C1_11140W_A	YBR036C
CR_02770C_A	YPR180W
C4_05240C_A	YOR270C
C2_06780C_A	YPR093C
C1_13310W_A	YJL201W
C2_07690W_A	YGR042W
C1_00070W_A	YNR043W
C7_01810W_A	YPL235W
CR_08660W_A	YHR165C
C3_03930W_A	YML015C
C4_02950C_A	YLL014W
C1_12610W_A	YLR312W-A
C6_02320C_A	YPL209C
C4_01450W_A	YLR196W
C5_02900W_A	YLR055C
C2_08040C_A	YOR293W
C1_01350C_A	YJL138C
C6_03470W_A	YLR380W
C3_01520C_A	YOR091W
C5_00620W_A	YML036W
C2_10090C_A	YER077C
CR_10700W_A	YOL094C
CR_00660W_A	YCR045C
CR_04170W_A	YNL061W
C3_02950C_A	YGL125W
C5_00260W_A	YKL181W
C1_05930C_A	YBR281C
C2_04770W_A	YAL011W
C7_03530C_A	YJR050W
C4_06110C_A	YGL026C
C1_10910C_A	YDR363W
C4_04500C_A	YGR001C
C2_06000W_A	YKR063C
C6_00640C_A	YPR056W
C4_01500W_A	YGL211W
C1_02590C_A	YMR096W
C4_02140C_A	YHR005C-A
CR_08590W_A	YLR397C
C5_02500C_A	YJR091C
CR_02590C_A	YKR086W
C1_05350W_A	YBR264C
C1_13490C_A	YJR106W
CR_04020C_A	YOR257W
C1_08390C_A	YPL247C
C6_00760W_A	YBR101C
C4_05360C_A	YGR222W
C6_01410C_A	YHR179W
C2_01180W_A	YLL009C
CR_09730C_A	YHR066W
C2_00260C_A	YGR007W
C1_00770C_A	YMR200W
CR_04050C_A	YPL169C
C5_01650C_A	YHR023W
CR_07400C_A	YFL018C
C5_05170W_A	YKL025C
C2_05830C_A	YIL104C
C2_01850W_A	YEL037C
C3_07450C_A	YMR262W
C6_03790C_A	YDR536W
C4_03930C_A	YDL092W
C4_03840C_A	YDL111C
C5_03060C_A	YGR260W
C3_02230C_A	YDR325W
C2_01410C_A	YPR119W
C1_05700W_A	YBL078C
C5_00780C_A	YNL254C
C5_02110W_A	YFL014W
C5_04300C_A	YFR044C
C5_03990W_A	YNL291C
C3_00490W_A	YOR244W
C6_04080W_A	YBL091C
C7_01640W_A	YNL071W
C1_12750C_A	YDR364C
C2_02180W_A	YKL175W
C7_04310C_A	YHL021C
C5_00220W_A	YBR229C
C1_04500W_A	YER065C
C2_08630C_A	YBR279W
C4_07110C_A	YER178W
CR_05900W_A	YJL044C
C1_11800C_A	YJR058C
C6_04580W_A	YFR053C
C7_03080W_A	YLL007C
C6_02220W_A	YPL218W
C1_02300W_A	YJL179W
CR_01780W_A	YLR063W
C3_02480C_A	YKR066C
C3_02500W_A	YKR065C
C4_00500W_A	YGL141W
C3_05960W_A	YOR058C
CR_01470W_A	YIL136W
C7_03840W_A	YNL288W
C2_01550W_A	YMR165C
C5_02720W_A	YOR036W
C5_03370C_A	YPR188C
CR_00350W_A	YLR328W
C2_02490C_A	YOR291W
CR_02150W_A	YLR188W
CR_00680W_A	YMR014W
CR_02610C_A	YGR119C
C3_00550C_A	YOR267C
C5_03840W_A	YOR143C
CR_10240W_A	YDR398W
C3_02780W_A	YDR023W
C2_04180C_A	YPR011C
C2_04620W_A	YJL176C
C5_03350W_A	YPR191W
CR_08860W_A	YIL042C
C7_00990W_A	YLR340W
C7_01330C_A	YDR283C
CR_03910C_A	YDR145W
C2_06540C_A	YEL031W
C1_00350C_A	YLR205C
C1_11530C_A	YLL057C
C2_09500W_A	YML080W
C4_05810W_A	YER048C
C1_09790C_A	YDL175C
C1_07460C_A	YDR331W
CR_00580W_A	YDR002W
C6_01040C_A	YKL078W
C2_04690C_A	YKL174C
C4_02050W_A	YGR187C
C2_09230C_A	YER027C
C2_09130C_A	YDL223C
C2_02440W_A	YDL077C
C3_06800C_A	YLR128W
C6_00850W_A	YIR037W
C1_03370W_A	YER165W
C7_03710C_A	YPL268W
C7_02660C_A	YHR121W
C1_07600W_A	YKL016C
CR_06960W_A	YNL261W
C2_09220W_A	YMR173W
CR_08030C_A	YDR320C
C1_13220C_A	YDR264C
C1_03080C_A	YML064C
C7_02530C_A	YBL086C
C1_12410C_A	YOL100W
CR_03050C_A	YBR239C
C1_06400C_A	YPR045C
C3_02110W_A	YEL054C
C4_01950W_A	YIL034C
CR_03590C_A	YOR258W
C3_02420C_A	YMR257C
CR_06720W_A	YHR170W
CR_02700W_A	YNL149C
C1_03090W_A	YML063W
C2_07820C_A	YJL117W
C5_05390C_A	YOL030W
C5_03700C_A	YLR172C
C1_00460W_A	YPL098C
C2_07920W_A	YBR246W
C6_00360C_A	YBL107C
CR_08410W_A	YLR387C
C1_14440C_A	YER136W
CR_03150W_A	YLR309C
C2_10750C_A	YBR059C
C6_01630W_A	YPR163C
CR_09650W_A	YOR181W
C1_13030C_A	YNL247W
C6_03300C_A	YGL095C
C4_00030C_A	YOR368W
C3_05060W_A	YPR152C
C3_05100C_A	YOL120C
C2_06120C_A	YJR141W
C6_00210W_A	YER152C
C1_04080W_A	YJL030W
C6_01890C_A	YLR276C
C2_02690W_A	YGR208W
C1_04760C_A	YIL047C
C6_03020W_A	YLR148W
C6_03720W_A	YOR335C
C4_00860C_A	YOR104W
C4_04100C_A	YAL059W
C1_10770W_A	YBL102W
C2_03360W_A	YML035C
C5_02270W_A	YCR053W
CR_08130W_A	YLR393W
C2_05460W_A	YAL038W
C7_02940C_A	YOL023W
C5_04710W_A	YMR293C
C4_03460C_A	YHL024W
C2_04360W_A	YPL150W
C2_06100W_A	YJR143C
C3_04670C_A	YOL040C
C1_09620C_A	YIL098C
C4_02420C_A	YDR302W
CR_10550W_A	YLL008W
C3_05340W_A	YGR227W
C1_04170C_A	YDR225W
C1_04300C_A	YLL024C
CR_05380C_A	YCR004C
CR_00300W_A	YLR308W
C6_02500C_A	YDR019C
CR_03170W_A	YLL018C
C1_04710C_A	YLR221C
C1_01060W_A	YOR298C-A
C1_01000C_A	YHR118C
C3_06490W_A	YJL218W
C2_02620W_A	YBR269C
C1_09140C_A	YER118C
C5_01200W_A	YBR022W
C3_04950W_A	YDL137W
C1_07870C_A	YGR229C
CR_09210W_A	YGR288W
C1_06890C_A	YIL052C
C2_08870C_A	YKL164C
C4_05180C_A	YGL092W
C1_00470C_A	YPL103C
C4_01750C_A	YKL060C
C5_00080C_A	YIL076W
C6_02030C_A	YKL151C
C1_00660C_A	YLR026C
C1_11770C_A	YPL032C
C3_03190C_A	YJR122W
C4_04510W_A	YAL001C
C2_06240W_A	YLR275W
C4_06290W_A	YKR095W-A
C2_05090W_A	YBR142W
C6_01690W_A	YLR144C
C6_01220C_A	YBR103W
C2_07760W_A	YPL264C
CR_10400W_A	YHR013C
C3_06580W_A	YKL217W
C2_02820C_A	YGR015C
C2_00520W_A	YMR238W
C3_03230C_A	YHL036W
CR_10660W_A	YIL035C
CR_00360C_A	YGL009C
C5_03600W_A	YFL016C
C2_00150W_A	YHR002W
C4_05320W_A	YIR034C
C1_13960W_A	YBR216C
C2_05720C_A	YPL145C
CR_03380W_A	YMR097C
CR_01970C_A	YOR332W
C4_04170C_A	YIL140W
CR_06340C_A	YBR196C
C2_10050W_A	YMR304W
C2_08720W_A	YNL215W
C2_00710W_A	YMR091C
C4_04240C_A	YHR149C
C1_08270C_A	YOL051W
C2_05060C_A	YKL086W
CR_03610C_A	YFL004W
C2_09250W_A	YNL056W
C1_06390W_A	YJR099W
C1_00060W_A	YCR084C
CR_05780W_A	YBR127C
C5_01640W_A	YHR024C
C1_11880W_A	YPR100W
C1_13720W_A	YPL263C
C1_03100W_A	YML072C
C4_06800W_A	YDR190C
C1_00510W_A	YBR176W
C1_13710C_A	YDR016C
CR_08340W_A	YAL012W
C2_09320C_A	YGR103W
C3_05200W_A	YOL121C
C2_10250C_A	YJL168C
C3_01910C_A	YDR276C
CR_04180C_A	YNL059C
C2_10220C_A	YNL097C
C1_04200C_A	YLL023C
C7_01630W_A	YNL072W
C5_05030C_A	YMR154C
C5_02590C_A	YLR139C
CR_09580C_A	YLR199C
C7_03720C_A	YBR248C
C6_01740C_A	YCR068W
C1_13410W_A	YLL018C-A
C2_07140W_A	YNL010W
C1_02290C_A	YJL180C
C2_04800C_A	YAL010C
C7_00680W_A	YOR111W
C2_08940C_A	YPL065W
C1_07000W_A	YJL102W
CR_09790W_A	YML086C
C1_11560C_A	YDR336W
C6_02590C_A	YIL106W
C1_01290C_A	YBR255W
C3_00450C_A	YEL050C
C3_04820C_A	YDR170C
C3_00950C_A	YJR032W
C2_07360W_A	YPL157W
CR_05170C_A	YOR388C
C6_04280W_A	YDR177W
C4_04000W_A	YNL103W
C1_14260C_A	YDR429C
C7_00070C_A	YOR123C
C2_05620W_A	YBL071W-A
CR_00250W_A	YDR377W
C5_04900C_A	YGR173W
CR_10350C_A	YLR043C
C1_12440W_A	YOL080C
CR_01950W_A	YOR340C
C6_03260W_A	YMR234W
C3_06430W_A	YKL114C
C3_03140C_A	YIR028W
C3_05030W_A	YGR231C
C3_07260C_A	YHL030W
C3_00670C_A	YIL131C
CR_10810C_A	YDR411C
C4_07240W_A	YDR100W
C1_04430C_A	YIR035C
C7_01270C_A	YDL156W
C1_09470C_A	YOR271C
C1_14140C_A	YKR029C
C2_07120W_A	YNL312W
CR_08560C_A	YDL064W
C1_12320C_A	YOL077W-A
C5_05400W_A	YPL259C
C2_03700W_A	YJR062C
C3_06050C_A	YBR185C
C1_11960C_A	YPR170W-B
CR_05300C_A	YBR015C
C7_01820C_A	YPL234C
C1_11450C_A	YDR502C
C7_02690C_A	YHR123W
C5_05380W_A	YDL147W
C6_00490W_A	YGR110W
C3_04420W_A	YJR036C
CR_04550W_A	YOL038W
C2_03070C_A	YOR149C
C1_08160W_A	YLR321C
C6_03100W_A	YBR130C
C4_05070C_A	YOL140W
C1_00520W_A	YOR283W
C7_00870W_A	YDL238C
C2_05170W_A	YBL095W
C1_03520W_A	YER021W
C5_05290C_A	YPR166C
CR_01580C_A	YER088C
C6_02960W_A	YGR012W
