HDO-ID	Term
DOID:0006506	anaplastic seminoma
DOID:0006510	lung occult squamous cell carcinoma
DOID:0006511	glandular pattern ovarian yolk sac tumor
DOID:0006512	hepatoid pattern ovarian yolk sac tumor
DOID:0006514	polyvesicular vitelline pattern ovarian yolk sac tumor
DOID:0006517	clivus meningioma
DOID:0006518	Bartholin's gland adenomyoma
DOID:0000652	congenital musculoskeletal abnormality
DOID:0006522	mixed cell uveal melanoma
DOID:0006523	ciliary body mixed cell melanoma
DOID:0006524	malignant ciliary body melanoma
DOID:0006525	choroid mixed cell melanoma
DOID:0000653	purine-pyrimidine metabolic disorder
DOID:0006530	cortical thymoma
DOID:0006532	monomorphic B-cell PTLD
DOID:0006533	monomorphic PTLD
DOID:0006535	plasma cell PTLD
DOID:0006536	plasma cell neoplasm
DOID:0000654	overnutrition
DOID:0006540	transient organic mental disorder
DOID:0006543	acne
DOID:0006544	atypical meningioma
DOID:0006545	adult atypical meningioma
DOID:0006546	secondary cardiac lymphoma
DOID:0006547	heart lymphoma
DOID:0006548	angiomatous meningioma
DOID:0006549	schistosoma hematobium-related bladder verrucous squamous cell carcinoma
DOID:0000655	inherited metabolic disorder
DOID:0006552	gastric small cell carcinoma
DOID:0006553	posterior foramen magnum meningioma
DOID:0006554	ovarian clear cell malignant adenofibroma
DOID:0006556	hamartoma of Spinal Cord
DOID:0006559	ethmoid sinus Schneiderian papilloma
DOID:0000656	adrenal adenoma
DOID:0006562	ethmoid sinus inverted papilloma
DOID:0006563	metastatic testicular cancer
DOID:0006564	neurilemmoma of the pleura
DOID:0006566	posterior uveal melanoma
DOID:0006567	uterine corpus myxoid leiomyosarcoma
DOID:0006569	micropapillomatosis labialis
DOID:0000657	adenoma
DOID:0006571	non-invasive bladder urothelial carcinoma
DOID:0006573	recurrent adult brain tumor
DOID:0006574	Borderline malignancy papillary mucinous cystadenoma
DOID:0006575	childhood optic tract astrocytoma
DOID:0006576	childhood optic nerve glioma
DOID:0006577	ovarian dermoid cyst with sebaceous adenoma
DOID:0006578	ovarian dermoid cyst with secondary sebaceous tumor
DOID:0006579	chest wall bone cancer
DOID:0006581	breast apocrine carcinoma
DOID:0006585	oncocytic breast carcinoma
DOID:0006587	invasive tubular breast carcinoma
DOID:0006590	spondylitis
DOID:0006594	bladder colonic type adenocarcinoma
DOID:0006595	gastric tubular adenocarcinoma
DOID:0000066	muscle tissue disease
DOID:0000660	adrenal cortex cancer
DOID:0006602	recurrent malignant peritoneal mesothelioma
DOID:0006603	Kummell's disease
DOID:0006604	spondylosis and allied disorder
DOID:0006605	classic variant of chromophobe renal cell carcinoma
DOID:0006606	eosinophilic variant of chromophobe renal cell carcinoma
DOID:0006607	nervous system hibernoma
DOID:0006608	endobronchial leiomyoma
DOID:0006609	basaloid squamous cell carcinoma of the head and neck
DOID:0006610	bone epithelioid hemangioma
DOID:0006612	leukocyte adhesion deficiency
DOID:0006613	vaginal villous adenoma
DOID:0006618	unknown primary adenocarcinoma
DOID:0006620	X-linked hyper IgM syndrome
DOID:0006621	cerebral angioma
DOID:0006627	cervical adenoma malignum
DOID:0006628	malignant neoplasm of nipple
DOID:0006629	nipple carcinoma
DOID:0000663	scrotal angioma
DOID:0006630	ovarian dermoid cyst with secondary sarcoma
DOID:0006631	ovarian dermoid cyst with leiomyosarcoma
DOID:0006632	ovarian dermoid cyst with angiosarcoma
DOID:0006634	adult central nervous system choriocarcinoma
DOID:0006639	pediatric CNS choriocarcinoma
DOID:0000664	angiokeratoma of Fordyce
DOID:0006641	breast juvenile papillomatosis
DOID:0006643	Baastrup's syndrome
DOID:0006648	adult pineoblastoma
DOID:0006652	diffuse idiopathic skeletal hyperostosis
DOID:0006654	childhood central nervous system immature teratoma
DOID:0006657	breast large cell neuroendocrine carcinoma
DOID:0006658	pulmonary large cell neuroendocrine carcinoma
DOID:0006659	cervical large cell neuroendocrine carcinoma
DOID:0006663	papillotubular adenocarcinoma
DOID:0006667	regressing nevus
DOID:0006675	menopausal syndrome
DOID:0006676	Froelich's syndrome
DOID:0006677	diffuse infiltrative lymphocytosis syndrome
DOID:0006678	tooth and nail syndrome
DOID:0000668	myositis ossificans
DOID:0006680	Capgras syndrome
DOID:0006681	diffuse leiomyomatosis syndrome
DOID:0006682	spondylolisthesis
DOID:0006683	Aarskog-Scott syndrome
DOID:0006686	Achard syndrome
DOID:0006687	Achenbach syndrome
DOID:0006688	autoimmune lymphoproliferative syndrome
DOID:0006689	adherence syndrome
DOID:0006690	acroparesthesia syndrome
DOID:0006691	Aagenaes syndrome
DOID:0006692	Barre-Lieou syndrome
DOID:0006693	testicular monophasic choriocarcinoma
DOID:0006696	synchronous multifocal osteogenic sarcoma
DOID:0006697	asynchronous multifocal osteogenic sarcoma
DOID:0000067	neural tissue disease
DOID:0000670	amphetamine abuse
DOID:0006700	gastric fundus carcinoma
DOID:0006702	recurrent stomach cancer
DOID:0006703	gastric pylorus carcinoma
DOID:0006704	anaplastic gastric carcinoma
DOID:0006705	gastric body carcinoma
DOID:0006706	tubular variant testicular seminoma
DOID:0006707	malignant triton tumor
DOID:0006708	recurrent ovarian epithelial cancer
DOID:0006710	metastatic anal cancer
DOID:0006712	anterior spinal artery syndrome
DOID:0006713	cerebrovascular disease
DOID:0006714	circumscribed storiform collagenoma
DOID:0006715	collagen nevus of skin
DOID:0006716	eruptive collagenoma
DOID:0000672	spleen cancer
DOID:0006721	littre gland carcinoma
DOID:0006723	malignant type AB thymoma
DOID:0006725	spinal stenosis
DOID:0006726	fibrillary astrocytoma
DOID:0006727	colon small cell carcinoma
DOID:0006728	recurrent pediatric optic nerve astrocytoma
DOID:0006729	recurrent pediatric optic nerve glioma
DOID:0006730	recurrent childhood optic tract astrocytoma
DOID:0006731	recurrent glioma of childhood visual pathway
DOID:0006733	intrahepatic bile duct cystadenoma
DOID:0006735	schwannoma of jugular foramen
DOID:0000674	cleft palate
DOID:0006740	cervix small cell carcinoma
DOID:0006741	bilateral breast cancer
DOID:0006742	synchronous bilateral breast carcinoma
DOID:0006750	malignant fibrous histiocytoma recurrent
DOID:0006752	internal auditory canal lipoma
DOID:0006755	amyloid tumor
DOID:0006758	chest wall lymphoma
DOID:0006759	bone lymphoma
DOID:0000676	juvenile rheumatoid arthritis
DOID:0006760	lung lymphoma
DOID:0006761	skin lymphoma
DOID:0006762	sternum lymphoma
DOID:0006764	peripheral neuroblastoma
DOID:0006774	polyembryoma of the ovary
DOID:0006776	breast myoepithelial carcinoma
DOID:0006777	villoglandular endometrial endometrioid adenocarcinoma
DOID:0006778	renal pelvis and ureter localized transitional cell cancer
DOID:0000678	progressive supranuclear palsy
DOID:0006784	pediatric desmoplastic small round cell tumor
DOID:0006785	desmoplastic small round cell tumor
DOID:0006786	childhood botryoid rhabdomyosarcoma
DOID:0006787	childhood vagina botryoid rhabdomyosarcoma
DOID:0006788	vagina botryoid rhabdomyosarcoma
DOID:0006789	vulvar childhood botryoid-type embryonal rhabdomyosarcoma
DOID:0000679	basal ganglia disease
DOID:0006792	mixed endodermal sinus neoplasm and teratoma with seminoma of the testis
DOID:0000068	lymphomyeloid tissue disease
DOID:0000680	tauopathy
DOID:0006801	recurrent hematologic cancer
DOID:0006802	relapsed precursor T lymphoblastic lymphoma/leukemia
DOID:0006803	recurrent adult acute lymphocytic leukemia
DOID:0006804	colon Kaposi sarcoma
DOID:0006807	hamartoma Moniliformis
DOID:0006808	Basaloid follicular hamartoma
DOID:0006809	vaginal tubular adenoma
DOID:0000681	progressive bulbar palsy
DOID:0006811	juvenile pilocytic astrocytoma
DOID:0006812	childhood pilocytic astrocytoma
DOID:0000682	compartment syndrome
DOID:0006820	anaplastic childhood astrocytoma of brain
DOID:0006823	pancreatoblastoma
DOID:0006826	recurrent cancer of pancreas
DOID:0006827	pancreatic solid pseudopapillary carcinoma
DOID:0006828	non-resectable pancreatic carcinoma
DOID:0000683	motor neuritis
DOID:0006830	resectable pancreas carcinoma
DOID:0006835	recurrent anal cancer
DOID:0006837	rete ovarii adenoma
DOID:0006838	rete ovarii cystadenofibroma
DOID:0006839	breast intraductal proliferative lesion
DOID:0000684	hepatocellular carcinoma
DOID:0006840	glandular cell intraepithelial neoplasm
DOID:0006841	flat ductal epithelial atypia
DOID:0006844	kidney pelvis sarcomatoid transitional cell carcinoma
DOID:0006845	infiltrating ureter transitional cell carcinoma
DOID:0006846	familial melanoma
DOID:0006847	adult botryoid rhabdomyosarcoma
DOID:0006848	adult vagina botryoid rhabdomyosarcoma
DOID:0006849	testicular intratubular germ cell neoplasia of the unclassified type
DOID:0006850	hamartoma of Eccrine Sweat gland
DOID:0006851	Linear Eccrine nevus with Comedones
DOID:0006852	eccrine angiomatous hamartoma
DOID:0006854	ethmoid sinus ectopic meningioma
DOID:0006856	pineal region teratoma
DOID:0006857	pineal region mature teratoma
DOID:0006858	pineal region immature teratoma
DOID:0000686	liver carcinoma
DOID:0006860	Endobronchial hamartoma
DOID:0006861	recurrent cancer of gallbladder
DOID:0006865	oxyphilic endometrial endometrioid adenocarcinoma
DOID:0006867	mediastinal gray zone lymphoma
DOID:0006868	mediastinal malignant lymphoma
DOID:0006869	parasagittal meningioma
DOID:0000687	hepatoblastoma
DOID:0006870	cockade nevus
DOID:0006871	spinal cord neuroblastoma
DOID:0006872	spinal cord primitive neuroectodermal neoplasm
DOID:0006873	skin tag
DOID:0006874	type 1a ALPS
DOID:0006876	mixed childhood rhabdomyosarcoma
DOID:0006879	hamartoma of Apocrine Sweat gland
DOID:0000688	embryonal cancer
DOID:0006880	small bowel fibrosarcoma
DOID:0006886	ureter small cell carcinoma
DOID:0006887	recurrent ureteric cancer
DOID:0006888	ureter transitional cell carcinoma
DOID:0006893	AIDS-related cervical cancer
DOID:0006894	AIDS-related cervical Kaposi's sarcoma
DOID:0006895	AIDS-related Kaposi's sarcoma
DOID:0006897	Malposition and malpresentation of fetus
DOID:0006898	ovary mixed epithelial carcinoma
DOID:0006899	malignant ovarian mixed epithelial neoplasm
DOID:0000069	hemopoetic tissue disease
DOID:0000690	childhood cancer of liver
DOID:0006901	familiar ovarian carcinoma
DOID:0006903	eye lymphoma
DOID:0006905	AIDS-related herpes zoster
DOID:0006906	glomangiomatosis
DOID:0006917	predominantly cortical thymoma
DOID:0006919	extramucosal (perianal) adenocarcinoma
DOID:0006923	fibrolipomatous hamartoma of peripheral nerve
DOID:0006925	peroneal nerve paralysis
DOID:0006929	retinal edema
DOID:0000693	dental enamel hypoplasia
DOID:0006931	papillary extrahepatic bile duct adenocarcinoma
DOID:0006932	urinary bladder inverted papilloma
DOID:0006933	bladder transitional cell papilloma
DOID:0006934	urethra inverted papilloma
DOID:0006935	ureter inverted papilloma
DOID:0006936	ureter urothelial papilloma
DOID:0006938	pediatric Intraocular retinoblastoma
DOID:0006939	childhood brain meningioma
DOID:0006943	vulvar inverted follicular keratosis
DOID:0006944	vulvar seborrheic keratosis
DOID:0006945	inverted follicular keratosis
DOID:0006947	sphenoidal sinus neoplasm
DOID:0006948	malignant gastric teratoma
DOID:0006949	malignant gastric germ cell tumor
DOID:0006950	combat disorder
DOID:0006951	telangiectatic osteogenic sarcoma
DOID:0006954	Epstein-Barr virus related lymphoma
DOID:0006955	intracranial melanoma
DOID:0006956	malignant intracranial neoplasm By Morphology
DOID:0006958	aleukemic monocytic leukemia cutis
DOID:0006959	rectal cloacogenic carcinoma
DOID:0006961	Bartholin's gland squamous cell carcinoma
DOID:0006962	recurrent cancer of skin
DOID:0006969	acute canaliculitis
DOID:0006970	acute inflammation of lacrimal passage
DOID:0006975	bladder urothelial papillary carcinoma
DOID:0006976	micropapillary variant infiltrating bladder urothelial carcinoma
DOID:0006977	pancreatic cholera
DOID:0000698	dentin sensitivity
DOID:0006980	recurrent rectosigmoid cancer
DOID:0006981	recurrent colorectal cancer
DOID:0006988	peripheral epithelioid sarcoma
DOID:0006989	non-neoplastic non-molar trophoblastic disorder
DOID:0000699	mitochondrial myopathy
DOID:0006990	placental site nodule or plaque
DOID:0006991	exaggerated placental site
DOID:0006992	intraocular mixed cell type melanoma
DOID:0006993	iris mixed cell melanoma
DOID:0006994	malignant iris melanoma
DOID:0006995	metastasis to the kidney
DOID:0006996	intermediate cell type choroid melanoma
DOID:0006997	intermediate cell type ciliary body melanoma
DOID:0006998	gallbladder mucinous carcinoma
DOID:0006999	lung recurrent squamous cell carcinoma
DOID:0000007	disease of anatomical entity
DOID:0000070	lymphoid tissue disease
DOID:0000700	mitochondrial metabolism disease
DOID:0007001	recurrent large cell carcinoma of lung
DOID:0007002	recurrent adenocarcinoma of lung
DOID:0007003	malignant vaginal mixed tumor resembling synovial sarcoma
DOID:0007004	ACTH-secreting pituitary adenoma
DOID:0007005	gemistocytic astrocytoma
DOID:0007006	childhood cerebral diffuse astrocytoma
DOID:0007007	childhood cerebral astrocytoma
DOID:0007008	protoplasmic astrocytoma
DOID:0007009	adult diffuse astrocytoma
DOID:0000701	dentin dysplasia
DOID:0007011	recurrent thyroid carcinoma
DOID:0007012	anaplastic thyroid carcinoma
DOID:0007013	ovarian mucinous cystadenofibroma
DOID:0007014	infiltrating lipoma
DOID:0007015	deep fatty neoplasm
DOID:0007016	tendon sheath lipoma
DOID:0007017	lumbosacral lipoma
DOID:0007018	secondary malignant neoplasm to the adult brain
DOID:0000702	tooth abnormality
DOID:0007023	borderline ovarian serous neoplasm with microinvasion
DOID:0007024	mucinous intrahepatic cholangiocarcinoma
DOID:0007025	anaplastic malignant intracranial meningioma
DOID:0007026	adult malignant meningioma
DOID:0007029	site specific early onset breast cancer syndrome
DOID:0007030	bronchial mucus gland adenoma
DOID:0007031	glottis squamous cell carcinoma
DOID:0007032	bile duct clear cell adenocarcinoma
DOID:0007033	anisakiasis
DOID:0007037	childhood immature teratoma of ovary
DOID:0007039	Borst-Jadassohn intraepidermal carcinoma
DOID:0007040	uveal epithelioid cell melanoma
DOID:0007041	choroid epithelioid cell melanoma
DOID:0007042	ciliary body epithelioid cell melanoma
DOID:0007043	metastatic vulvar cancer
DOID:0007045	basaloid lung carcinoma
DOID:0007046	cervical basaloid squamous cell carcinoma
DOID:0007047	penis basaloid carcinoma
DOID:0007048	vulvar basaloid squamous cell carcinoma
DOID:0007049	basaloid squamous cell skin carcinoma
DOID:0000705	leber hereditary optic neuropathy
DOID:0007050	thymus basaloid carcinoma
DOID:0007051	esophageal basaloid squamous cell carcinoma
DOID:0007053	anaplastic small cell thyroid carcinoma
DOID:0007054	multiple skull base meningioma
DOID:0000706	mature B-cell neoplasm
DOID:0007061	precursor B lymphoblastic lymphoma/leukemia
DOID:0000707	B-cell lymphoma
DOID:0007070	recurrent pediatric rhabdomyosarcoma
DOID:0007071	spinal cord dermoid cyst
DOID:0007074	choroidal hemorrhage and rupture
DOID:0007075	atypical vulvar nevus
DOID:0007076	lipid-rich breast carcinoma
DOID:0007077	malignant melanocytic peripheral nerve sheath tumor of mediastinum
DOID:0007078	malignant mediastinal peripheral nerve sheath tumor
DOID:0007079	adult cystic teratoma
DOID:0007081	lung mixed small cell and squamous cell carcinoma
DOID:0007083	recurrent adult primary hepatoma
DOID:0007084	recurrent adult primary liver cancer
DOID:0007086	multicentric papillary thyroid carcinoma
DOID:0007088	columnar cell variant papillary carcinoma
DOID:0007089	tall cell variant papillary carcinoma
DOID:0000709	splenic manifestation of hairy cell leukemia
DOID:0007095	pediatric epithelioid sarcoma
DOID:0007097	macrocystic pattern testicular yolk sac tumor
DOID:0007099	ovarian dermoid cyst with squamous cell carcinoma
DOID:0000710	splenic manifestation of leukemia
DOID:0007103	diaphragma sellae meningioma
DOID:0007105	epiglottis neoplasm
DOID:0000711	refractory hairy cell leukemia
DOID:0000712	refractory hematologic cancer
DOID:0007127	radiation cystitis
DOID:0000713	HCL-V
DOID:0007132	urinary bladder small cell neuroendocrine carcinoma
DOID:0007133	gallbladder small cell carcinoma
DOID:0007134	esophagus small cell carcinoma
DOID:0007136	ampulla of Vater small cell carcinoma
DOID:0007138	cystitis cystica
DOID:0007139	endometrial small cell carcinoma
DOID:0007140	Bartholin's gland small cell carcinoma
DOID:0007141	prostate small cell carcinoma
DOID:0007142	thymus small cell carcinoma
DOID:0007144	laryngeal small cell carcinoma
DOID:0007145	papillary cystic tumor
DOID:0007146	Langerhans cell sarcoma
DOID:0007147	ankylosing spondylitis
DOID:0007148	rheumatoid arthritis
DOID:0007149	metastatic parathyroid cancer
DOID:0000715	T-cell leukemia
DOID:0007150	recurrent parathyroid cancer
DOID:0007152	prostate stromal sarcoma
DOID:0007154	anaplastic oligodendroglioma
DOID:0007155	adult undifferentiated oligodendroglioma
DOID:0007156	anaplastic childhood oligodendroglioma
DOID:0007157	metastatic squamous neck cancer with occult primary
DOID:0007158	recurrent metastatic squamous cell cancer to the neck with occult primary
DOID:0000716	Human T-lymphotropic virus 2 infectious disease
DOID:0007160	rectum leiomyoma
DOID:0007162	recurrent larynx cancer
DOID:0007164	mediastinum mature teratoma
DOID:0007165	subacute thyroiditis
DOID:0007166	thyroiditis
DOID:0007168	lung occult adenocarcinoma
DOID:0007169	lung occult large cell carcinoma
DOID:0007170	recurrent non-cutaneous melanoma
DOID:0007171	recurrent cutaneous melanoma
DOID:0007173	cloacogenic carcinoma
DOID:0007174	anus basaloid carcinoma
DOID:0007175	anal Buschke-Lowenstein tumor
DOID:0007177	anal canal squamous cell carcinoma
DOID:0007179	mixed eosinophil-basophil adenoma
DOID:0000718	autoimmune hemolytic anemia
DOID:0007181	benign dermal neurilemmoma
DOID:0007186	metastatic childhood sarcoma of soft tissue
DOID:0007187	subacute lymphocytic thyroiditis
DOID:0007188	autoimmune thyroiditis
DOID:0007191	ovarian endometrioid cystadenoma
DOID:0007192	hereditary conventional renal cell carcinoma
DOID:0007198	maxillary sinus adenoid cystic carcinoma
DOID:0000720	normocytic anemia
DOID:0007202	intermediate malignant teratoma
DOID:0007206	melanomatosis
DOID:0007207	lung combined large cell neuroendocrine carcinoma
DOID:0007210	psammomatous meningioma
DOID:0007211	fibrous meningioma
DOID:0007212	meningothelial meningioma
DOID:0007213	transitional meningioma
DOID:0007214	noninvasive malignant thymoma
DOID:0007215	relapsed childhood ependymoma
DOID:0000722	spontaneous abortion
DOID:0007221	gallbladder papillary carcinoma
DOID:0007222	gallbladder pleomorphic giant cell adenocarcinoma
DOID:0007223	breast giant fibroadenoma
DOID:0007224	spinal meninges cancer
DOID:0007230	postgerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma
DOID:0007231	pediatric CNS embryonal cell carcinoma
DOID:0007232	central nervous system embryonal carcinoma
DOID:0007233	adult central nervous system embryonal carcinoma
DOID:0007234	pancreatic colloid cystadenocarcinoma
DOID:0007235	pancreatic mucinous cystadenoma
DOID:0007236	pancreatic invasive mucinous cystadenocarcinoma
DOID:0007237	pancreatic non-invasive mucinous cystadenocarcinoma
DOID:0007238	AIDS-related gastric Kaposi's sarcoma
DOID:0000724	female stress incontinence
DOID:0007241	uterine corpus apoplectic leiomyoma
DOID:0007242	uterine corpus cellular leiomyoma
DOID:0007244	bladder urachal urothelial carcinoma
DOID:0007245	metastatic endometrial adenocarcinoma
DOID:0007246	lymphoepithelioma-like acinar prostate adenocarcinoma
DOID:0007252	cerebral meninges malignant neoplasm
DOID:0007256	anaplastic urethra carcinoma
DOID:0007262	gallbladder anaplastic carcinoma
DOID:0007263	selective IgD deficiency disease
DOID:0007266	familiar fallopian tube carcinoma
DOID:0007267	lung clear cell carcinoma
DOID:0007268	solid carcinoma of lung with mucus formation
DOID:0007269	cribriform variant testicular seminoma
DOID:0000727	premenstrual tension
DOID:0007273	adrenal gland tuberculosis
DOID:0000728	nodular episcleritis
DOID:0007280	congenital epulis
DOID:0007281	uterine corpus adenocarcinofibroma
DOID:0007284	skene gland carcinoma
DOID:0007289	secretory uterine corpus endometrioid adenocarcinoma
DOID:0007293	mucin-rich endometrial endometrioid adenocarcinoma
DOID:0007295	recurrent childhood soft tissue sarcoma
DOID:0007296	nonmetastatic childhood soft tissue sarcoma
DOID:0007297	childhood extraosseous osteosarcoma
DOID:0000730	urethral benign neoplasm
DOID:0007301	inferior vena cava leiomyosarcoma
DOID:0007302	endodermal sinus pattern testicular yolk sac tumor
DOID:0007304	breast carcinoma metastatic to the brain
DOID:0007305	astroblastoma
DOID:0007306	anaplastic oligoastrocytoma
DOID:0000731	urinary system benign neoplasm
DOID:0007312	breast adenomyoepithelial adenosis
DOID:0007315	Jewett-Marshall bladder cancer
DOID:0007316	inherited neuropathy
DOID:0007319	axonal neuropathy
DOID:0000732	urethral disease
DOID:0007320	ovarian serous cystadenofibroma
DOID:0007323	primary cerebral lymphoma in immunocompetent host
DOID:0007324	hepatitis C virus related hepatocellular carcinoma
DOID:0007325	hepatitis B virus related hepatocellular carcinoma
DOID:0007326	cranial pseudosarcomatous fasciitis
DOID:0007327	pseudosarcomatous fibromatosis
DOID:0007328	iris spindle cell melanoma
DOID:0007332	esophageal tuberculosis
DOID:0007333	nephrogenic adenoma of urinary bladder
DOID:0007334	nephrogenic adenoma
DOID:0007335	extraocular extension of melanoma
DOID:0000734	urethra cancer
DOID:0007340	pediatric ovarian dysgerminoma
DOID:0007344	anaplastic brainstem astrocytoma
DOID:0007345	anaplastic glioma of brain stem
DOID:0007347	ovarian stromal hyperthecosis
DOID:0000735	metastatic neoplasm of urethra
DOID:0007350	thymic dysplasia
DOID:0007351	localized Askin's tumor
DOID:0007352	diencephalic anaplastic astrocytoma
DOID:0007356	rectum sarcomatoid carcinoma
DOID:0007357	rectal anaplastic carcinoma
DOID:0007358	recurrent rectal cancer
DOID:0000736	male urethral cancer
DOID:0007360	solid pattern testicular yolk sac tumor
DOID:0007362	teratoma of CNS with malignant transformation
DOID:0007363	vulvar keratinizing squamous cell carcinoma
DOID:0007364	organic anxiety disorder
DOID:0007365	Kimura disease
DOID:0007371	superficial urinary bladder cancer
DOID:0007378	pituitary hypoplasia
DOID:0007379	adrenal medulla carcinoma
DOID:0000738	female urethral cancer
DOID:0007380	squamous cell papilloma of skin
DOID:0007381	lymphohistiocytoid mesothelioma
DOID:0007384	localized resectable adult primary hepatoma
DOID:0007385	localized resectable adult primary liver cancer
DOID:0007388	pulmonary vein leiomyosarcoma
DOID:0007389	pulmonary artery leiomyosarcoma
DOID:0000739	metastasis to the urethra
DOID:0007390	superior vena cava leiomyosarcoma
DOID:0007391	superior vena cava malignant neoplasm
DOID:0007398	cerebral primitive neuroectodermal tumor
DOID:0000074	hematopoietic system disease
DOID:0007400	Nijmegen breakage syndrome
DOID:0007401	colonic L-cell glucagon-like peptide producing tumor
DOID:0007402	L-cell glucagon-like peptide producing tumor
DOID:0007407	metastatic carcinoma to the uterine cervix
DOID:0007408	vulvar keratoacanthoma-like carcinoma
DOID:0007409	vulvar non-keratinizing squamous cell carcinoma
DOID:0007410	vulvar squamous cell carcinoma with tumor giant cells
DOID:0007411	ovarian endometrioid cystadenofibroma
DOID:0007419	metaplastic meningioma
DOID:0007420	placental infarction
DOID:0007423	ovarian mucinous cystic tumor with mural nodules
DOID:0007426	cutaneous anthrax
DOID:0007427	anthrax disease
DOID:0007428	pineal region germinoma
DOID:0007429	childhood brain germinoma
DOID:0000743	dermatographia
DOID:0007430	childhood germ cell brain tumor
DOID:0007435	polyvesicular vitelline pattern testicular yolk sac tumor
DOID:0007436	sarcomatoid uterine corpus endometrioid adenocarcinoma
DOID:0007437	uterus perivascular epithelioid cell tumor
DOID:0007438	ovarian clear cell cystadenocarcinoma
DOID:0007439	polyp of middle ear
DOID:0000744	Muscle calcification and ossification
DOID:0007441	chronic metabolic polyneuropathy
DOID:0007442	monoclonal gammopathy of uncertain significance
DOID:0007444	diffuse intraductal papillomatosis
DOID:0000745	epididymis adenomatoid tumor
DOID:0007455	hypogonadotropism
DOID:0007457	enterobiasis
DOID:0007459	acantholytic variant squamous cell breast carcinoma
DOID:0000746	adenomatoid tumor
DOID:0007460	spindle cell variant squamous cell breast carcinoma
DOID:0007461	large cell keratinizing variant squamous cell breast carcinoma
DOID:0007463	childhood pleomorphic rhabdomyosarcoma
DOID:0007465	chronic NK-cell lymphocytosis
DOID:0007468	Spitz nevus
DOID:0007469	balloon cell nevus
DOID:0007470	neural nevus
DOID:0007471	deep penetrating nevus
DOID:0007472	recurrent nevus
DOID:0007473	recurrent malignant pleural mesothelioma
DOID:0007474	malignant pleural mesothelioma
DOID:0007475	diverticulitis
DOID:0007479	duodenal somatostatinoma
DOID:0007480	large cell carcinoma with rhabdoid phenotype
DOID:0007482	petrous apex meningioma
DOID:0007483	cervical keratinizing squamous cell carcinoma
DOID:0007486	metastatic renal cell carcinoma
DOID:0007488	posterior urethra cancer
DOID:0007489	Osgood-Schlatter's disease
DOID:0000749	active peptic ulcer disease
DOID:0007491	vulvar proximal-type epithelioid sarcoma
DOID:0007492	central epithelioid sarcoma
DOID:0007497	brain ependymoma
DOID:0007498	AIDS-related Human papillomavirus infectious disease
DOID:0000075	lymphatic system disease
DOID:0000750	peptic ulcer disease
DOID:0007501	pediatric infratentorial ependymoma
DOID:0007502	pediatric supratentorial ependymoma
DOID:0007503	extrahepatic bile duct papillary adenoma
DOID:0007504	mixed embryonal carcinoma and endodermal sinus neoplasm of the testis
DOID:0007505	small intestine neoplasm
DOID:0007506	small intestinal L-cell glucagon-like peptide producing tumor
DOID:0007507	malformation of placenta
DOID:0007511	breast intraductal papillomatosis
DOID:0007512	localized Intraductal papillomatosis
DOID:0007514	Wolffian adnexal neoplasm
DOID:0007515	lumbar spinal canal and spinal cord meningioma
DOID:0007516	childhood central nervous system mixed germ cell tumor
DOID:0007517	central nervous system mixed germ cell tumor
DOID:0007518	inhibited female orgasm
DOID:0007519	endocervical carcinoma
DOID:0000752	peptic ulcer perforation
DOID:0007520	periductal breast myoepitheliosis
DOID:0007521	breast myoepitheliosis
DOID:0007522	pediatric infratentorial ependymoblastoma
DOID:0007526	metastatic neoplasm to the ciliary body
DOID:0007527	acute gonococcal endometritis
DOID:0007528	acute endometritis
DOID:0007531	anal gland adenocarcinoma
DOID:0007532	squamous papillomatosis
DOID:0007533	subareolar duct papillomatosis
DOID:0007537	breast cystic hypersecretory carcinoma
DOID:0007538	breast ductal adenoma
DOID:0007539	pregnancy adenoma
DOID:0000754	bladder tuberculosis
DOID:0007540	breast apocrine adenoma
DOID:0007541	mixed epithelial/mesenchymal metaplastic breast carcinoma
DOID:0007542	osteosarcoma arising in bone Paget's disease
DOID:0007543	recurrent squamous cell carcinoma of the esophagus
DOID:0007544	recurrent esophagus cancer
DOID:0007549	ceruminoma
DOID:0007551	gonorrhea
DOID:0007553	infiltrating bladder urothelial carcinoma sarcomatoid variant
DOID:0007554	Paget's disease and intraductal carcinoma of breast
DOID:0007555	HIV leukoencephalopathy
DOID:0007558	glossopharyngeal motor neuropathy
DOID:0007559	asymmetric motor neuropathy
DOID:0007565	vulvar eccrine porocarcinoma
DOID:0007566	eccrine porocarcinoma
DOID:0007567	vulvar clear cell hidradenocarcinoma
DOID:0007568	adult brain meningioma
DOID:0000757	thyrotoxicosis with toxic single thyroid nodule
DOID:0007571	malignant cystic nephroma
DOID:0007574	pancreatic intraductal papillary-colloid carcinoma
DOID:0007575	pancreatic intraductal papillary-mucinous neoplasm
DOID:0007576	metastatic pancreatic adenocarcinoma
DOID:0007577	pancreatic foamy gland adenocarcinoma
DOID:0007578	breast scirrhous carcinoma
DOID:0000758	situs inversus
DOID:0007581	psychogenic depressive psychosis
DOID:0007583	glottis verrucous carcinoma
DOID:0007584	subglottis verrucous carcinoma
DOID:0007585	subglottis squamous cell carcinoma
DOID:0007586	supraglottis verrucous carcinoma
DOID:0007587	supraglottis squamous cell carcinoma
DOID:0007588	mixed endodermal sinus neoplasm and teratoma of the testis
