ProtA	ProtB	Label
T05H4.6	W01B11.3	negative
T05H4.6	W01D2.1	negative
T05H4.6	W08F4.8	negative
T05H4.6	Y102A5A.1	negative
T05H4.6	Y111B2A.18	negative
T05H4.6	Y22D7AL.5	negative
T05H4.6	Y37E3.10	negative
T05H4.6	Y37E3.8	negative
T05H4.6	Y38A10A.5	negative
T05H4.6	Y41C4A.10	negative
T05H4.6	Y41D4B.5	negative
T05H4.6	Y45F10D.12	negative
T05H4.6	Y46G5A.4	negative
T05H4.6	Y48B6A.11	negative
T05H4.6	Y54E2A.4	negative
T05H4.6	Y57G11C.16	negative
T05H4.6	Y62E10A.12	negative
T05H4.6	Y73B6BL.9	negative
T05H4.6	Y75B8A.30	negative
T05H4.6	ZC434.5	negative
T05H4.6	ZK945.2	negative
T06D8.8	T10B5.5	negative
T06D8.8	T10F2.4	negative
T06D8.8	T16G1.11	negative
T06D8.8	T20G5.1	negative
T06D8.8	T20G5.2	negative
T06D8.8	T21B10.7	negative
T06D8.8	T23D8.4	negative
T06D8.8	T24B8.1	negative
T06D8.8	W10C8.5	negative
T06D8.8	Y102A5A.1	negative
T06D8.8	Y113G7B.17	negative
T06D8.8	Y22D7AL.5	negative
T06D8.8	Y37E3.10	negative
T06D8.8	Y37E3.7	negative
T06D8.8	Y38A10A.5	negative
T06D8.8	Y39A1C.3	negative
T06D8.8	Y41D4B.5	negative
T06D8.8	Y41E3.4	negative
T06D8.8	Y45F10D.12	negative
T06D8.8	Y48B6A.2	negative
T06D8.8	Y48G8AL.8	negative
T06D8.8	Y50D7A.7	negative
T06D8.8	Y71F9AL.13	negative
T06D8.8	Y71F9B.4	negative
T06D8.8	Y71G12B.11	negative
T06D8.8	Y74C10AR.1	negative
T06D8.8	ZC434.5	negative
T06D8.8	ZC434.8	negative
T06D8.8	ZK328.2	negative
T06D8.8	ZK652.4	negative
T07A9.11	T08B2.10	negative
T07A9.11	T10B5.5	negative
T07A9.11	T20G5.1	negative
T07A9.11	T21B10.7	negative
T07A9.11	T22D1.9	negative
T07A9.11	T22F3.4	negative
T07A9.11	T23D8.4	negative
T07A9.11	T24B8.1	negative
T07A9.11	W01A11.4	negative
T07A9.11	W01B11.3	negative
T07A9.11	W03D2.4	negative
T07A9.11	W09C5.6	negative
T07A9.11	Y111B2A.18	negative
T07A9.11	Y116A8C.42	negative
T07A9.11	Y22D7AL.5	negative
T07A9.11	Y24D9A.4	negative
T07A9.11	Y37E3.8	negative
T07A9.11	Y39A1C.3	negative
T07A9.11	Y45G12B.1	negative
T07A9.11	Y48B6A.2	negative
T07A9.11	Y48G9A.3	negative
T07A9.11	Y49E10.1	negative
T07A9.11	Y49E10.15	negative
T07A9.11	Y54E10BL.5	negative
T07A9.11	Y54E2A.11	negative
T07A9.11	Y54F10AM.5	negative
T07A9.11	Y54G9A.6	negative
T07A9.11	Y66D12A.22	negative
T07A9.11	Y71F9B.4	negative
T07A9.11	Y71H2AM.23	negative
T07A9.11	Y87G2A.6	negative
T07A9.11	ZK1010.1	negative
T07A9.11	ZK20.5	negative
T07A9.11	ZK652.4	negative
T07D3.7	T10F2.4	negative
T07D3.7	T16G1.11	negative
T07D3.7	T20G5.1	negative
T07D3.7	W01B11.3	negative
T07D3.7	W04D2.1	negative
T07D3.7	W10C8.5	negative
T07D3.7	Y111B2A.18	negative
T07D3.7	Y41E3.4	negative
T07D3.7	Y43B11AR.4	negative
T07D3.7	Y49E10.1	negative
T07D3.7	Y69A2AR.18	negative
T07D3.7	Y71H2AM.19	negative
T07D3.7	ZC434.8	negative
T08B2.10	T10B5.5	negative
T08B2.10	T20G5.1	negative
T08B2.10	T21B10.7	negative
T08B2.10	T22F3.4	negative
T08B2.10	T24B8.1	negative
T08B2.10	T27E9.1	negative
T08B2.10	T28D9.10	negative
T08B2.10	W01B11.3	negative
T08B2.10	W03D2.4	negative
T08B2.10	W09C5.6	negative
T08B2.10	Y105E8A.16	negative
T08B2.10	Y106G6H.2	negative
T08B2.10	Y106G6H.3	negative
T08B2.10	Y113G7B.17	negative
T08B2.10	Y116A8C.42	negative
T08B2.10	Y22D7AL.5	negative
T08B2.10	Y24D9A.4	negative
T08B2.10	Y37E3.7	negative
T08B2.10	Y37E3.8	negative
T08B2.10	Y38A10A.5	negative
T08B2.10	Y41D4B.5	negative
T08B2.10	Y43B11AR.4	negative
T08B2.10	Y45F10D.12	negative
T08B2.10	Y47D3B.10	negative
T08B2.10	Y48B6A.2	negative
T08B2.10	Y48G8AL.8	negative
T08B2.10	Y49E10.15	negative
T08B2.10	Y54E2A.11	negative
T08B2.10	Y54G9A.6	negative
T08B2.10	Y57G11C.16	negative
T08B2.10	Y69A2AR.18	negative
T08B2.10	Y71A12B.1	negative
T08B2.10	Y71F9AL.13	negative
T08B2.10	Y71F9B.4	negative
T08B2.10	Y71H2AM.23	negative
T08B2.10	Y87G2A.6	negative
T08B2.10	ZC434.2	negative
T08B2.10	ZC434.5	negative
T08B2.10	ZK20.5	negative
T08B2.10	ZK652.4	negative
T10B5.5	T10E9.7	negative
T10B5.5	T12D8.6	negative
T10B5.5	T16G1.11	negative
T10B5.5	T20G5.1	negative
T10B5.5	T20G5.2	negative
T10B5.5	T22D1.9	negative
T10B5.5	T22F3.4	negative
T10B5.5	T23D8.4	negative
T10B5.5	T24B8.1	negative
T10B5.5	T27E9.1	negative
T10B5.5	T28D9.10	negative
T10B5.5	W01B11.3	negative
T10B5.5	W01D2.1	negative
T10B5.5	W03D2.4	negative
T10B5.5	W08D2.7	negative
T10B5.5	W08F4.8	negative
T10B5.5	W09C5.6	negative
T10B5.5	W10C8.5	negative
T10B5.5	Y105E8A.16	negative
T10B5.5	Y106G6H.14	negative
T10B5.5	Y113G7B.17	negative
T10B5.5	Y116A8C.42	negative
T10B5.5	Y18D10A.5	negative
T10B5.5	Y22D7AL.5	negative
T10B5.5	Y24D9A.4	negative
T10B5.5	Y37E3.10	negative
T10B5.5	Y37E3.7	negative
T10B5.5	Y37E3.8	negative
T10B5.5	Y38A10A.5	negative
T10B5.5	Y39A1C.3	negative
T10B5.5	Y41D4B.5	negative
T10B5.5	Y41E3.4	negative
T10B5.5	Y45F10D.12	negative
T10B5.5	Y46H3A.7	negative
T10B5.5	Y47D3B.10	negative
T10B5.5	Y48B6A.2	negative
T10B5.5	Y48G8AL.8	negative
T10B5.5	Y48G9A.3	negative
T10B5.5	Y49E10.15	negative
T10B5.5	Y50D7A.4	negative
T10B5.5	Y53G8AL.2	negative
T10B5.5	Y54E10BL.5	negative
T10B5.5	Y54E2A.11	negative
T10B5.5	Y54F10AM.5	negative
T10B5.5	Y54G9A.6	negative
T10B5.5	Y55B1AR.1	negative
T10B5.5	Y55F3AM.15	negative
T10B5.5	Y57G11C.16	negative
T10B5.5	Y6D11A.2	negative
T10B5.5	Y71A12B.1	negative
T10B5.5	Y71F9AL.13	negative
T10B5.5	Y71F9AL.16	negative
T10B5.5	Y71F9B.4	negative
T10B5.5	Y71G12B.11	negative
T10B5.5	Y71H10A.1	negative
T10B5.5	Y71H2AM.19	negative
T10B5.5	Y71H2AM.23	negative
T10B5.5	Y71H2B.10	negative
T10B5.5	Y74C10AR.1	negative
T10B5.5	Y75B12B.2	negative
T10B5.5	Y87G2A.6	negative
T10B5.5	ZC434.2	negative
T10B5.5	ZC434.5	negative
T10B5.5	ZK1010.1	negative
T10B5.5	ZK131.8	negative
T10B5.5	ZK20.5	negative
T10B5.5	ZK328.2	negative
T10E9.7	T16G1.11	negative
T10E9.7	T20G5.1	negative
T10E9.7	T20G5.2	negative
T10E9.7	T22D1.9	negative
T10E9.7	T22F3.4	negative
T10E9.7	T23D8.4	negative
T10E9.7	T28D9.10	negative
T10E9.7	W08D2.7	negative
T10E9.7	W09C5.6	negative
T10E9.7	Y105E8A.16	negative
T10E9.7	Y113G7B.17	negative
T10E9.7	Y18D10A.5	negative
T10E9.7	Y37E3.10	negative
T10E9.7	Y39A1C.3	negative
T10E9.7	Y41D4B.5	negative
T10E9.7	Y48G9A.3	negative
T10E9.7	Y54G9A.6	negative
T10E9.7	Y55B1AR.1	negative
T10E9.7	Y71F9AL.16	negative
T10E9.7	Y74C10AR.1	negative
T10E9.7	Y75B12B.2	negative
T10E9.7	Y87G2A.6	negative
T10E9.7	ZC434.2	negative
T10E9.7	ZC434.5	negative
T10E9.7	ZK1010.1	negative
T10F2.4	T16G1.11	negative
T10F2.4	T20G5.1	negative
T10F2.4	T20G5.2	negative
T10F2.4	T21H3.3	negative
T10F2.4	T22D1.10	negative
T10F2.4	T23D8.4	negative
T10F2.4	T24B8.1	negative
T10F2.4	W01B11.3	negative
T10F2.4	W04D2.1	negative
T10F2.4	W10C8.5	negative
T10F2.4	Y102A5A.1	negative
T10F2.4	Y105E8A.16	negative
T10F2.4	Y106G6H.2	negative
T10F2.4	Y106G6H.3	negative
T10F2.4	Y113G7B.17	negative
T10F2.4	Y22D7AL.5	negative
T10F2.4	Y24D9A.4	negative
T10F2.4	Y37E3.10	negative
T10F2.4	Y37E3.7	negative
T10F2.4	Y39A1C.3	negative
T10F2.4	Y39G10AR.8	negative
T10F2.4	Y41C4A.10	negative
T10F2.4	Y41D4B.5	negative
T10F2.4	Y43B11AR.4	negative
T10F2.4	Y45F10D.12	negative
T10F2.4	Y45G12B.1	negative
T10F2.4	Y46G5A.4	negative
T10F2.4	Y48B6A.2	negative
T10F2.4	Y49E10.1	negative
T10F2.4	Y50D7A.4	negative
T10F2.4	Y50D7A.7	negative
T10F2.4	Y54E10BL.5	negative
T10F2.4	Y56A3A.19	negative
T10F2.4	Y57G11C.34	negative
T10F2.4	Y69A2AR.18	negative
T10F2.4	Y71F9AL.13	negative
T10F2.4	Y71F9AL.16	negative
T10F2.4	Y71G12B.11	negative
T10F2.4	Y71H10A.1	negative
T10F2.4	Y71H2AM.19	negative
T10F2.4	Y71H2AM.23	negative
T10F2.4	Y74C10AR.1	negative
T10F2.4	Y75B12B.2	negative
T10F2.4	ZC434.2	negative
T10F2.4	ZC434.5	negative
T10F2.4	ZK20.5	negative
T10F2.4	ZK328.2	negative
T10F2.4	ZK652.4	negative
T10F2.4	ZK945.2	negative
T12D8.6	T16G1.11	negative
T12D8.6	T21B10.7	negative
T12D8.6	T21H3.3	negative
T12D8.6	T23D8.4	negative
T12D8.6	W03D2.4	negative
T12D8.6	Y105E8A.16	negative
T12D8.6	Y106G6H.14	negative
T12D8.6	Y22D7AL.5	negative
T12D8.6	Y24D9A.4	negative
T12D8.6	Y38A10A.5	negative
T12D8.6	Y41D4B.5	negative
T12D8.6	Y48B6A.2	negative
T12D8.6	Y48G8AL.8	negative
T12D8.6	Y54E2A.11	negative
T12D8.6	ZC434.2	negative
T12D8.6	ZK131.8	negative
T16G1.11	T20G5.1	negative
T16G1.11	T20G5.2	negative
T16G1.11	T21B10.7	negative
T16G1.11	T21H3.3	negative
T16G1.11	T22D1.9	negative
T16G1.11	T22F3.4	negative
T16G1.11	T23B12.3	negative
T16G1.11	T28D9.10	negative
T16G1.11	W01B11.3	negative
T16G1.11	W01D2.1	negative
T16G1.11	W03D2.4	negative
T16G1.11	W04D2.1	negative
T16G1.11	W08D2.7	negative
T16G1.11	W08F4.8	negative
T16G1.11	W09C5.6	negative
T16G1.11	W10C8.5	negative
T16G1.11	Y102A5A.1	negative
T16G1.11	Y105E8A.16	negative
T16G1.11	Y106G6H.2	negative
T16G1.11	Y111B2A.18	negative
T16G1.11	Y113G7B.17	negative
T16G1.11	Y116A8C.42	negative
T16G1.11	Y18D10A.5	negative
T16G1.11	Y22D7AL.5	negative
T16G1.11	Y24D9A.4	negative
T16G1.11	Y37E3.10	negative
T16G1.11	Y37E3.8	negative
T16G1.11	Y38A10A.5	negative
T16G1.11	Y39A1C.3	negative
T16G1.11	Y39G10AR.8	negative
T16G1.11	Y41C4A.10	negative
T16G1.11	Y41D4B.5	negative
T16G1.11	Y41E3.4	negative
T16G1.11	Y43B11AR.4	negative
T16G1.11	Y45F10D.12	negative
T16G1.11	Y46G5A.4	negative
T16G1.11	Y46H3A.7	negative
T16G1.11	Y47D3B.10	negative
T16G1.11	Y48B6A.11	negative
T16G1.11	Y48B6A.2	negative
T16G1.11	Y48E1B.5	negative
T16G1.11	Y48G8AL.8	negative
T16G1.11	Y48G9A.3	negative
T16G1.11	Y49E10.1	negative
T16G1.11	Y53G8AL.2	negative
T16G1.11	Y54E10BL.5	negative
T16G1.11	Y54E2A.4	negative
T16G1.11	Y54F10AM.5	negative
T16G1.11	Y54G9A.6	negative
T16G1.11	Y55B1AR.1	negative
T16G1.11	Y56A3A.19	negative
T16G1.11	Y57G11C.16	negative
T16G1.11	Y57G11C.34	negative
T16G1.11	Y62E10A.12	negative
T16G1.11	Y69A2AR.18	negative
T16G1.11	Y71A12B.1	negative
T16G1.11	Y71D11A.2	negative
T16G1.11	Y71F9AL.13	negative
T16G1.11	Y71F9AL.16	negative
T16G1.11	Y71F9B.4	negative
T16G1.11	Y71G12B.11	negative
T16G1.11	Y71H10A.1	negative
T16G1.11	Y71H2AM.19	negative
T16G1.11	Y71H2AM.23	negative
T16G1.11	Y71H2B.10	negative
T16G1.11	Y73B6BL.9	negative
T16G1.11	Y75B12B.2	negative
T16G1.11	Y75B12B.5	negative
T16G1.11	Y75B8A.30	negative
T16G1.11	Y79H2A.6	negative
T16G1.11	Y80D3A.2	negative
T16G1.11	Y87G2A.6	negative
T16G1.11	ZC434.2	negative
T16G1.11	ZC434.5	negative
T16G1.11	ZC434.8	negative
T16G1.11	ZK1010.1	negative
T16G1.11	ZK131.8	negative
T16G1.11	ZK20.5	negative
T16G1.11	ZK945.2	negative
T20G5.1	T20G5.2	negative
T20G5.1	T22D1.10	negative
T20G5.1	T22D1.9	negative
T20G5.1	T22F3.4	negative
T20G5.1	T23D8.4	negative
T20G5.1	T24B8.1	negative
T20G5.1	T28D9.10	negative
T20G5.1	W01B11.3	negative
T20G5.1	W01D2.1	negative
T20G5.1	W03D2.4	negative
T20G5.1	W08D2.7	negative
T20G5.1	W08F4.8	negative
T20G5.1	W09C5.6	negative
T20G5.1	W10C8.5	negative
T20G5.1	Y102A5A.1	negative
T20G5.1	Y105E8A.16	negative
T20G5.1	Y106G6H.3	negative
T20G5.1	Y111B2A.18	negative
T20G5.1	Y113G7B.17	negative
T20G5.1	Y116A8C.42	negative
T20G5.1	Y18D10A.5	negative
T20G5.1	Y22D7AL.5	negative
T20G5.1	Y37E3.10	negative
T20G5.1	Y37E3.8	negative
T20G5.1	Y38A10A.5	negative
T20G5.1	Y39A1C.3	negative
T20G5.1	Y41C4A.10	negative
T20G5.1	Y41D4B.5	negative
T20G5.1	Y41E3.4	negative
T20G5.1	Y43B11AR.4	negative
T20G5.1	Y45F10D.12	negative
T20G5.1	Y46G5A.4	negative
T20G5.1	Y48B6A.11	negative
T20G5.1	Y48G8AL.8	negative
T20G5.1	Y48G9A.3	negative
T20G5.1	Y49E10.1	negative
T20G5.1	Y49E10.15	negative
T20G5.1	Y53G8AL.2	negative
T20G5.1	Y54E10BL.5	negative
T20G5.1	Y54E2A.11	negative
T20G5.1	Y54E2A.4	negative
T20G5.1	Y54F10AM.5	negative
T20G5.1	Y54G9A.6	negative
T20G5.1	Y55B1AR.1	negative
T20G5.1	Y57G11C.16	negative
T20G5.1	Y62E10A.12	negative
T20G5.1	Y69A2AR.18	negative
T20G5.1	Y71A12B.1	negative
T20G5.1	Y71F9AL.13	negative
T20G5.1	Y71F9AL.16	negative
T20G5.1	Y71F9B.4	negative
T20G5.1	Y71G12B.11	negative
T20G5.1	Y71H10A.1	negative
T20G5.1	Y71H2AM.23	negative
T20G5.1	Y73B6BL.9	negative
T20G5.1	Y74C10AR.1	negative
T20G5.1	Y75B12B.2	negative
T20G5.1	Y75B8A.30	negative
T20G5.1	Y87G2A.6	negative
T20G5.1	ZC434.2	negative
T20G5.1	ZC434.5	negative
T20G5.1	ZC434.8	negative
T20G5.1	ZK1010.1	negative
T20G5.1	ZK20.5	negative
T20G5.1	ZK328.2	negative
T20G5.1	ZK652.4	negative
T20G5.1	ZK945.2	negative
T20G5.2	T21H3.3	negative
T20G5.2	T22D1.10	negative
T20G5.2	T22D1.9	negative
T20G5.2	T22F3.4	negative
T20G5.2	T23D8.4	negative
T20G5.2	T28D9.10	negative
T20G5.2	W01B11.3	negative
T20G5.2	W01D2.1	negative
T20G5.2	W04D2.1	negative
T20G5.2	W08D2.7	negative
T20G5.2	W08F4.8	negative
T20G5.2	W09C5.6	negative
T20G5.2	Y102A5A.1	negative
T20G5.2	Y105E8A.16	negative
T20G5.2	Y106G6H.2	negative
T20G5.2	Y111B2A.18	negative
T20G5.2	Y113G7B.17	negative
T20G5.2	Y18D10A.5	negative
T20G5.2	Y22D7AL.5	negative
T20G5.2	Y24D9A.4	negative
T20G5.2	Y37E3.10	negative
T20G5.2	Y37E3.8	negative
T20G5.2	Y38A10A.5	negative
T20G5.2	Y38C1AA.2	negative
T20G5.2	Y39A1C.3	negative
T20G5.2	Y39G10AR.8	negative
T20G5.2	Y41C4A.10	negative
T20G5.2	Y41D4B.5	negative
T20G5.2	Y43B11AR.4	negative
T20G5.2	Y45F10D.12	negative
T20G5.2	Y46G5A.4	negative
T20G5.2	Y48B6A.11	negative
T20G5.2	Y48B6A.2	negative
T20G5.2	Y48G9A.3	negative
T20G5.2	Y49E10.15	negative
T20G5.2	Y53G8AL.2	negative
T20G5.2	Y54E10BL.5	negative
T20G5.2	Y54E2A.4	negative
T20G5.2	Y54F10AM.5	negative
T20G5.2	Y54G9A.6	negative
T20G5.2	Y55B1AR.1	negative
T20G5.2	Y56A3A.19	negative
T20G5.2	Y57G11C.16	negative
T20G5.2	Y62E10A.12	negative
T20G5.2	Y71F9AL.16	negative
T20G5.2	Y71G12B.11	negative
T20G5.2	Y73B6BL.9	negative
T20G5.2	Y74C10AR.1	negative
T20G5.2	Y75B12B.2	negative
T20G5.2	Y75B8A.30	negative
T20G5.2	Y87G2A.6	negative
T20G5.2	ZC434.2	negative
T20G5.2	ZC434.5	negative
T20G5.2	ZK1010.1	negative
T20G5.2	ZK20.5	negative
T20G5.2	ZK945.2	negative
T21B10.7	T22F3.4	negative
T21B10.7	T23B12.3	negative
T21B10.7	T23D8.4	negative
T21B10.7	T24B8.1	negative
T21B10.7	T27E9.1	negative
T21B10.7	W01A11.4	negative
T21B10.7	W03D2.4	negative
T21B10.7	W04D2.1	negative
T21B10.7	W08F4.8	negative
T21B10.7	W09C5.6	negative
T21B10.7	W10C8.5	negative
T21B10.7	Y105E8A.16	negative
T21B10.7	Y106G6H.2	negative
T21B10.7	Y113G7B.17	negative
T21B10.7	Y116A8C.42	negative
T21B10.7	Y22D7AL.5	negative
T21B10.7	Y24D9A.4	negative
T21B10.7	Y37E3.7	negative
T21B10.7	Y37E3.8	negative
T21B10.7	Y38A10A.5	negative
T21B10.7	Y39A1C.3	negative
T21B10.7	Y41D4B.5	negative
T21B10.7	Y41E3.4	negative
T21B10.7	Y46G5A.4	negative
T21B10.7	Y47D3B.10	negative
T21B10.7	Y48B6A.2	negative
T21B10.7	Y48G8AL.8	negative
T21B10.7	Y50D7A.7	negative
T21B10.7	Y54E2A.11	negative
T21B10.7	Y57G11C.16	negative
T21B10.7	Y69A2AR.18	negative
T21B10.7	Y71A12B.1	negative
T21B10.7	Y71F9AL.13	negative
T21B10.7	Y71G12B.11	negative
T21B10.7	Y71H10A.1	negative
T21B10.7	Y71H2AM.19	negative
T21B10.7	Y71H2AM.23	negative
T21B10.7	Y71H2B.10	negative
T21B10.7	Y75B12B.2	negative
T21B10.7	Y75B12B.5	negative
T21B10.7	Y80D3A.2	negative
T21B10.7	Y87G2A.6	negative
T21B10.7	ZC434.2	negative
T21B10.7	ZC434.5	negative
T21B10.7	ZK131.8	negative
T21B10.7	ZK652.4	negative
T21H3.3	T23D8.4	negative
T21H3.3	W01D2.1	negative
T21H3.3	W04D2.1	negative
T21H3.3	Y102A5A.1	negative
T21H3.3	Y111B2A.18	negative
T21H3.3	Y116A8C.42	negative
T21H3.3	Y24D9A.4	negative
T21H3.3	Y39G10AR.8	negative
T21H3.3	Y41C4A.10	negative
T21H3.3	Y41D4B.5	negative
T21H3.3	Y43B11AR.4	negative
T21H3.3	Y45F10D.12	negative
T21H3.3	Y46G5A.4	negative
T21H3.3	Y48B6A.2	negative
T21H3.3	Y54E2A.11	negative
T21H3.3	Y55B1AR.1	negative
T21H3.3	Y56A3A.19	negative
T21H3.3	Y71G12B.11	negative
T21H3.3	Y71H2AM.19	negative
T21H3.3	Y75B12B.5	negative
T21H3.3	ZC434.2	negative
T21H3.3	ZC434.5	negative
T21H3.3	ZK20.5	negative
T21H3.3	ZK652.4	negative
T21H3.3	ZK945.2	negative
T22D1.10	T22D1.9	negative
T22D1.10	W10C8.5	negative
T22D1.10	Y106G6H.3	negative
T22D1.10	Y111B2A.18	negative
T22D1.10	Y113G7B.17	negative
T22D1.10	Y37E3.10	negative
T22D1.10	Y71F9AL.16	negative
T22D1.10	Y71G12B.11	negative
T22D1.10	Y75B12B.2	negative
T22D1.4	Y63D3A.7	negative
T22D1.4	ZK1010.1	negative
T22D1.9	T22F3.4	negative
T22D1.9	T23D8.4	negative
T22D1.9	T27E9.1	negative
T22D1.9	T28D9.10	negative
T22D1.9	W01D2.1	negative
T22D1.9	W08D2.7	negative
T22D1.9	W08F4.8	negative
T22D1.9	W09C5.6	negative
T22D1.9	Y105E8A.16	negative
T22D1.9	Y113G7B.17	negative
T22D1.9	Y116A8C.42	negative
T22D1.9	Y18D10A.5	negative
T22D1.9	Y22D7AL.5	negative
T22D1.9	Y24D9A.4	negative
T22D1.9	Y37E3.10	negative
T22D1.9	Y37E3.8	negative
T22D1.9	Y39A1C.3	negative
T22D1.9	Y41D4B.5	negative
T22D1.9	Y43B11AR.4	negative
T22D1.9	Y45F10D.12	negative
T22D1.9	Y46H3A.7	negative
T22D1.9	Y47D3B.10	negative
T22D1.9	Y48G8AL.8	negative
T22D1.9	Y48G9A.3	negative
T22D1.9	Y50D7A.4	negative
T22D1.9	Y53G8AL.2	negative
T22D1.9	Y54E10BL.5	negative
T22D1.9	Y54E2A.11	negative
T22D1.9	Y54F10AM.5	negative
T22D1.9	Y54G9A.6	negative
T22D1.9	Y55B1AR.1	negative
T22D1.9	Y55F3AM.15	negative
T22D1.9	Y57G11C.16	negative
T22D1.9	Y71F9AL.16	negative
T22D1.9	Y71G12B.11	negative
T22D1.9	Y71H2B.10	negative
T22D1.9	Y74C10AR.1	negative
T22D1.9	Y75B12B.2	negative
T22D1.9	Y87G2A.6	negative
T22D1.9	ZC434.2	negative
T22D1.9	ZC434.5	negative
T22D1.9	ZK1010.1	negative
T22D1.9	ZK328.2	negative
T22F3.4	T23B12.3	negative
T22F3.4	T23D8.4	negative
T22F3.4	T24B8.1	negative
T22F3.4	T27E9.1	negative
T22F3.4	T28D9.10	negative
T22F3.4	W01B11.3	negative
T22F3.4	W03D2.4	negative
T22F3.4	W08D2.7	negative
T22F3.4	W08F4.8	negative
T22F3.4	W09C5.6	negative
T22F3.4	W10C8.5	negative
T22F3.4	Y105E8A.16	negative
T22F3.4	Y106G6H.2	negative
T22F3.4	Y113G7B.17	negative
T22F3.4	Y116A8C.42	negative
T22F3.4	Y18D10A.5	negative
T22F3.4	Y24D9A.4	negative
T22F3.4	Y37E3.10	negative
T22F3.4	Y37E3.7	negative
T22F3.4	Y37E3.8	negative
T22F3.4	Y38A10A.5	negative
T22F3.4	Y39A1C.3	negative
T22F3.4	Y41D4B.5	negative
T22F3.4	Y46G5A.4	negative
T22F3.4	Y47D3B.10	negative
T22F3.4	Y48B6A.2	negative
T22F3.4	Y48G8AL.8	negative
T22F3.4	Y48G9A.3	negative
T22F3.4	Y53G8AL.2	negative
T22F3.4	Y54E10BL.5	negative
T22F3.4	Y54E2A.11	negative
T22F3.4	Y54F10AM.5	negative
T22F3.4	Y54G9A.6	negative
T22F3.4	Y55B1AR.1	negative
T22F3.4	Y57G11C.16	negative
T22F3.4	Y69A2AR.18	negative
T22F3.4	Y71A12B.1	negative
T22F3.4	Y71F9AL.16	negative
T22F3.4	Y71G12B.11	negative
T22F3.4	Y71H2AM.23	negative
T22F3.4	Y71H2B.10	negative
T22F3.4	Y74C10AR.1	negative
T22F3.4	Y75B12B.2	negative
T22F3.4	Y75B12B.5	negative
T22F3.4	Y80D3A.2	negative
T22F3.4	Y87G2A.6	negative
T22F3.4	ZC434.2	negative
T22F3.4	ZC434.5	negative
T22F3.4	ZK1010.1	negative
T22F3.4	ZK652.4	negative
T23B12.3	W08F4.8	negative
T23B12.3	W09C5.6	negative
T23B12.3	W10C8.5	negative
T23B12.3	Y46G5A.4	negative
T23B12.3	Y47D3B.10	negative
T23B12.3	Y48G8AL.8	negative
T23B12.3	Y57G11C.16	negative
T23B12.3	Y71G12B.11	negative
T23B12.3	Y71H2AM.23	negative
T23B12.3	Y71H2B.10	negative
T23B12.3	Y75B12B.2	negative
T23B12.3	Y75B12B.5	negative
T23B12.3	Y80D3A.2	negative
T23B12.3	Y87G2A.6	negative
T23D8.4	T28D9.10	negative
T23D8.4	W01A11.4	negative
T23D8.4	W01B11.3	negative
T23D8.4	W04D2.1	negative
T23D8.4	W08D2.7	negative
T23D8.4	W08F4.8	negative
T23D8.4	W09C5.6	negative
T23D8.4	Y102A5A.1	negative
T23D8.4	Y105E8A.16	negative
T23D8.4	Y106G6H.3	negative
T23D8.4	Y113G7B.17	negative
T23D8.4	Y116A8C.42	negative
T23D8.4	Y18D10A.5	negative
T23D8.4	Y22D7AL.5	negative
T23D8.4	Y37E3.10	negative
T23D8.4	Y37E3.7	negative
T23D8.4	Y38A10A.5	negative
T23D8.4	Y39A1C.3	negative
T23D8.4	Y41D4B.5	negative
T23D8.4	Y41E3.4	negative
T23D8.4	Y45F10D.12	negative
T23D8.4	Y45G12B.1	negative
T23D8.4	Y46G5A.4	negative
T23D8.4	Y46H3A.7	negative
T23D8.4	Y48B6A.2	negative
T23D8.4	Y48E1B.5	negative
T23D8.4	Y48G9A.3	negative
T23D8.4	Y50D7A.4	negative
T23D8.4	Y50D7A.7	negative
T23D8.4	Y53G8AL.2	negative
T23D8.4	Y54E10BL.5	negative
T23D8.4	Y54F10AM.5	negative
T23D8.4	Y54G9A.6	negative
T23D8.4	Y55B1AR.1	negative
T23D8.4	Y57G11C.34	negative
T23D8.4	Y69A2AR.18	negative
T23D8.4	Y71A12B.1	negative
T23D8.4	Y71D11A.2	negative
T23D8.4	Y71F9AL.13	negative
T23D8.4	Y71F9AL.16	negative
T23D8.4	Y71H10A.1	negative
T23D8.4	Y71H2AM.19	negative
T23D8.4	Y75B12B.2	negative
T23D8.4	Y79H2A.6	negative
T23D8.4	Y87G2A.6	negative
T23D8.4	ZC434.2	negative
T23D8.4	ZC434.5	negative
T23D8.4	ZC434.8	negative
T23D8.4	ZK1010.1	negative
T23D8.4	ZK20.5	negative
T23D8.4	ZK328.2	negative
T24B8.1	T27E9.1	negative
T24B8.1	W01B11.3	negative
T24B8.1	Y102A5A.1	negative
T24B8.1	Y105E8A.16	negative
T24B8.1	Y106G6H.2	negative
T24B8.1	Y113G7B.17	negative
T24B8.1	Y116A8C.42	negative
T24B8.1	Y22D7AL.5	negative
T24B8.1	Y37E3.10	negative
T24B8.1	Y38A10A.5	negative
T24B8.1	Y39A1C.3	negative
T24B8.1	Y41D4B.5	negative
T24B8.1	Y43B11AR.4	negative
T24B8.1	Y49E10.1	negative
T24B8.1	Y54E10BL.5	negative
T24B8.1	Y54E2A.11	negative
T24B8.1	Y57G11C.16	negative
T24B8.1	Y66D12A.22	negative
T24B8.1	Y69A2AR.18	negative
T24B8.1	Y71A12B.1	negative
