IDA	IDB	Class
C14B9.7	Y37E3.8	positive
C14B9.7	Y45F10D.12	positive
C14B9.7	Y48B6A.2	positive
C14B9.7	Y48G8AL.8	positive
C14B9.7	Y71F9AL.13	positive
C14B9.7	ZK1010.1	positive
C14B9.7	ZK652.4	positive
C26F1.9	C27A2.2	positive
C26F1.9	C32E8.2	positive
C26F1.9	C37A2.7	positive
C26F1.9	C42C1.14	positive
C26F1.9	C53H9.1	positive
C26F1.9	D1007.12	positive
C26F1.9	E04A4.8	positive
C26F1.9	F07D10.1	positive
C26F1.9	F10B5.1	positive
C26F1.9	F10E7.7	positive
C26F1.9	F13B10.2	positive
C26F1.9	F25H2.10	positive
C26F1.9	F28C6.7	positive
C26F1.9	F37C12.4	positive
C26F1.9	F52B5.6	positive
C26F1.9	F53G12.10	positive
C26F1.9	F54C9.5	positive
C26F1.9	JC8.3	positive
C26F1.9	K11H12.2	positive
C26F1.9	M01F1.2	positive
C26F1.9	R11D1.8	positive
C26F1.9	R13A5.8	positive
C26F1.9	R151.3	positive
C26F1.9	T24B8.1	positive
C26F1.9	W01D2.1	positive
C26F1.9	W09C5.6	positive
C26F1.9	Y106G6H.3	positive
C26F1.9	Y24D9A.4	positive
C26F1.9	Y37E3.7	positive
C26F1.9	Y37E3.8	positive
C26F1.9	Y45F10D.12	positive
C26F1.9	Y48B6A.2	positive
C26F1.9	Y48G8AL.8	positive
C26F1.9	Y71F9AL.13	positive
C26F1.9	ZK1010.1	positive
C26F1.9	ZK652.4	positive
C27A2.2	C32E8.2	positive
C27A2.2	C37A2.7	positive
C27A2.2	C42C1.14	positive
C27A2.2	C53H9.1	positive
C27A2.2	D1007.12	positive
C27A2.2	E04A4.8	positive
C27A2.2	F07D10.1	positive
C27A2.2	F10B5.1	positive
C27A2.2	F10E7.7	positive
C27A2.2	F13B10.2	positive
C27A2.2	F25H2.10	positive
C27A2.2	F28C6.7	positive
C27A2.2	F37C12.4	positive
C27A2.2	F52B5.6	positive
C27A2.2	F53G12.10	positive
C27A2.2	F54C9.5	positive
C27A2.2	JC8.3	positive
C27A2.2	K11H12.2	positive
C27A2.2	M01F1.2	positive
C27A2.2	R11D1.8	positive
C27A2.2	R13A5.8	positive
C27A2.2	R151.3	positive
C27A2.2	T24B8.1	positive
C27A2.2	W01D2.1	positive
C27A2.2	W09C5.6	positive
C27A2.2	Y106G6H.3	positive
C27A2.2	Y24D9A.4	positive
C27A2.2	Y37E3.7	positive
C27A2.2	Y37E3.8	positive
C27A2.2	Y45F10D.12	positive
C27A2.2	Y48B6A.2	positive
C27A2.2	Y48G8AL.8	positive
C27A2.2	Y71F9AL.13	positive
C27A2.2	ZK1010.1	positive
C27A2.2	ZK652.4	positive
C32E8.2	C37A2.7	positive
C32E8.2	C42C1.14	positive
C32E8.2	C53H9.1	positive
C32E8.2	D1007.12	positive
C32E8.2	E04A4.8	positive
C32E8.2	F07D10.1	positive
C32E8.2	F10B5.1	positive
C32E8.2	F10E7.7	positive
C32E8.2	F13B10.2	positive
C32E8.2	F25H2.10	positive
C32E8.2	F28C6.7	positive
C32E8.2	F37C12.4	positive
C32E8.2	F52B5.6	positive
C32E8.2	F53G12.10	positive
C32E8.2	F54C9.5	positive
C32E8.2	JC8.3	positive
C32E8.2	K11H12.2	positive
C32E8.2	M01F1.2	positive
C32E8.2	R11D1.8	positive
C32E8.2	R13A5.8	positive
C32E8.2	R151.3	positive
C32E8.2	T24B8.1	positive
C32E8.2	W01D2.1	positive
C32E8.2	W09C5.6	positive
C32E8.2	Y106G6H.3	positive
C32E8.2	Y24D9A.4	positive
C32E8.2	Y37E3.7	positive
C32E8.2	Y37E3.8	positive
C32E8.2	Y45F10D.12	positive
C32E8.2	Y48B6A.2	positive
C32E8.2	Y48G8AL.8	positive
C32E8.2	Y71F9AL.13	positive
C32E8.2	ZK1010.1	positive
C32E8.2	ZK652.4	positive
C37A2.7	C42C1.14	positive
C37A2.7	C53H9.1	positive
C37A2.7	D1007.12	positive
C37A2.7	E04A4.8	positive
C37A2.7	F07D10.1	positive
C37A2.7	F10B5.1	positive
C37A2.7	F10E7.7	positive
C37A2.7	F13B10.2	positive
C37A2.7	F25H2.10	positive
C37A2.7	F28C6.7	positive
C37A2.7	F37C12.4	positive
C37A2.7	F52B5.6	positive
C37A2.7	F53G12.10	positive
C37A2.7	F54C9.5	positive
C37A2.7	JC8.3	positive
C37A2.7	K11H12.2	positive
C37A2.7	M01F1.2	positive
C37A2.7	R11D1.8	positive
C37A2.7	R13A5.8	positive
C37A2.7	R151.3	positive
C37A2.7	T24B8.1	positive
C37A2.7	W01D2.1	positive
C37A2.7	W09C5.6	positive
C37A2.7	Y106G6H.3	positive
C37A2.7	Y24D9A.4	positive
C37A2.7	Y37E3.7	positive
C37A2.7	Y37E3.8	positive
C37A2.7	Y45F10D.12	positive
C37A2.7	Y48B6A.2	positive
C37A2.7	Y48G8AL.8	positive
C37A2.7	Y71F9AL.13	positive
C37A2.7	ZK1010.1	positive
C37A2.7	ZK652.4	positive
C42C1.14	C53H9.1	positive
C42C1.14	D1007.12	positive
C42C1.14	E04A4.8	positive
C42C1.14	F07D10.1	positive
C42C1.14	F10B5.1	positive
C42C1.14	F10E7.7	positive
C42C1.14	F13B10.2	positive
C42C1.14	F25H2.10	positive
C42C1.14	F28C6.7	positive
C42C1.14	F37C12.4	positive
C42C1.14	F52B5.6	positive
C42C1.14	F53G12.10	positive
C42C1.14	F54C9.5	positive
C42C1.14	JC8.3	positive
C42C1.14	K11H12.2	positive
C42C1.14	M01F1.2	positive
C42C1.14	R11D1.8	positive
C42C1.14	R13A5.8	positive
C42C1.14	R151.3	positive
C42C1.14	T24B8.1	positive
C42C1.14	W01D2.1	positive
C42C1.14	W09C5.6	positive
C42C1.14	Y106G6H.3	positive
C42C1.14	Y24D9A.4	positive
C42C1.14	Y37E3.7	positive
C42C1.14	Y37E3.8	positive
C42C1.14	Y45F10D.12	positive
C42C1.14	Y48B6A.2	positive
C42C1.14	Y48G8AL.8	positive
C42C1.14	Y71F9AL.13	positive
C42C1.14	ZK1010.1	positive
C42C1.14	ZK652.4	positive
C53H9.1	D1007.12	positive
C53H9.1	E04A4.8	positive
C53H9.1	F07D10.1	positive
C53H9.1	F10B5.1	positive
C53H9.1	F10E7.7	positive
C53H9.1	F13B10.2	positive
C53H9.1	F25H2.10	positive
C53H9.1	F28C6.7	positive
C53H9.1	F37C12.4	positive
C53H9.1	F52B5.6	positive
C53H9.1	F53G12.10	positive
C53H9.1	F54C9.5	positive
C53H9.1	JC8.3	positive
C53H9.1	K11H12.2	positive
C53H9.1	M01F1.2	positive
C53H9.1	R11D1.8	positive
C53H9.1	R13A5.8	positive
C53H9.1	R151.3	positive
C53H9.1	T24B8.1	positive
C53H9.1	W01D2.1	positive
C53H9.1	W09C5.6	positive
C53H9.1	Y106G6H.3	positive
C53H9.1	Y24D9A.4	positive
C53H9.1	Y37E3.7	positive
C53H9.1	Y37E3.8	positive
C53H9.1	Y45F10D.12	positive
C53H9.1	Y48B6A.2	positive
C53H9.1	Y48G8AL.8	positive
C53H9.1	Y71F9AL.13	positive
C53H9.1	ZK1010.1	positive
C53H9.1	ZK652.4	positive
D1007.12	E04A4.8	positive
D1007.12	F07D10.1	positive
D1007.12	F10B5.1	positive
D1007.12	F10E7.7	positive
D1007.12	F13B10.2	positive
D1007.12	F25H2.10	positive
D1007.12	F28C6.7	positive
D1007.12	F37C12.4	positive
D1007.12	F52B5.6	positive
D1007.12	F53G12.10	positive
D1007.12	F54C9.5	positive
D1007.12	JC8.3	positive
D1007.12	K11H12.2	positive
D1007.12	M01F1.2	positive
D1007.12	R11D1.8	positive
D1007.12	R13A5.8	positive
D1007.12	R151.3	positive
D1007.12	T24B8.1	positive
D1007.12	W01D2.1	positive
D1007.12	W09C5.6	positive
D1007.12	Y106G6H.3	positive
D1007.12	Y24D9A.4	positive
D1007.12	Y37E3.7	positive
D1007.12	Y37E3.8	positive
D1007.12	Y45F10D.12	positive
D1007.12	Y48B6A.2	positive
D1007.12	Y48G8AL.8	positive
D1007.12	Y71F9AL.13	positive
D1007.12	ZK1010.1	positive
D1007.12	ZK652.4	positive
E04A4.8	F07D10.1	positive
E04A4.8	F10B5.1	positive
E04A4.8	F10E7.7	positive
E04A4.8	F13B10.2	positive
E04A4.8	F25H2.10	positive
E04A4.8	F28C6.7	positive
E04A4.8	F37C12.4	positive
E04A4.8	F52B5.6	positive
E04A4.8	F53G12.10	positive
E04A4.8	F54C9.5	positive
E04A4.8	JC8.3	positive
E04A4.8	K11H12.2	positive
E04A4.8	M01F1.2	positive
E04A4.8	R11D1.8	positive
E04A4.8	R13A5.8	positive
E04A4.8	R151.3	positive
E04A4.8	T24B8.1	positive
E04A4.8	W01D2.1	positive
E04A4.8	W09C5.6	positive
E04A4.8	Y106G6H.3	positive
E04A4.8	Y24D9A.4	positive
E04A4.8	Y37E3.7	positive
E04A4.8	Y37E3.8	positive
E04A4.8	Y45F10D.12	positive
E04A4.8	Y48B6A.2	positive
E04A4.8	Y48G8AL.8	positive
E04A4.8	Y71F9AL.13	positive
E04A4.8	ZK1010.1	positive
E04A4.8	ZK652.4	positive
F07D10.1	F10B5.1	positive
F07D10.1	F10E7.7	positive
F07D10.1	F13B10.2	positive
F07D10.1	F25H2.10	positive
F07D10.1	F28C6.7	positive
F07D10.1	F37C12.4	positive
F07D10.1	F52B5.6	positive
F07D10.1	F53G12.10	positive
F07D10.1	F54C9.5	positive
F07D10.1	JC8.3	positive
F07D10.1	K11H12.2	positive
F07D10.1	M01F1.2	positive
F07D10.1	R11D1.8	positive
F07D10.1	R13A5.8	positive
F07D10.1	R151.3	positive
F07D10.1	T24B8.1	positive
F07D10.1	W01D2.1	positive
F07D10.1	W09C5.6	positive
F07D10.1	Y106G6H.3	positive
F07D10.1	Y24D9A.4	positive
F07D10.1	Y37E3.7	positive
F07D10.1	Y37E3.8	positive
F07D10.1	Y45F10D.12	positive
F07D10.1	Y48B6A.2	positive
F07D10.1	Y48G8AL.8	positive
F07D10.1	Y71F9AL.13	positive
F07D10.1	ZK1010.1	positive
F07D10.1	ZK652.4	positive
F10B5.1	F10E7.7	positive
F10B5.1	F13B10.2	positive
F10B5.1	F25H2.10	positive
F10B5.1	F28C6.7	positive
F10B5.1	F37C12.4	positive
F10B5.1	F52B5.6	positive
F10B5.1	F53G12.10	positive
F10B5.1	F54C9.5	positive
F10B5.1	JC8.3	positive
F10B5.1	K11H12.2	positive
F10B5.1	M01F1.2	positive
F10B5.1	R11D1.8	positive
F10B5.1	R13A5.8	positive
F10B5.1	R151.3	positive
F10B5.1	T24B8.1	positive
F10B5.1	W01D2.1	positive
F10B5.1	W09C5.6	positive
F10B5.1	Y106G6H.3	positive
F10B5.1	Y24D9A.4	positive
F10B5.1	Y37E3.7	positive
F10B5.1	Y37E3.8	positive
F10B5.1	Y45F10D.12	positive
F10B5.1	Y48B6A.2	positive
F10B5.1	Y48G8AL.8	positive
F10B5.1	Y71F9AL.13	positive
F10B5.1	ZK1010.1	positive
F10B5.1	ZK652.4	positive
F10E7.7	F13B10.2	positive
F10E7.7	F25H2.10	positive
F10E7.7	F28C6.7	positive
F10E7.7	F37C12.4	positive
F10E7.7	F52B5.6	positive
F10E7.7	F53G12.10	positive
F10E7.7	F54C9.5	positive
F10E7.7	JC8.3	positive
F10E7.7	K11H12.2	positive
F10E7.7	M01F1.2	positive
F10E7.7	R11D1.8	positive
F10E7.7	R13A5.8	positive
F10E7.7	R151.3	positive
F10E7.7	T24B8.1	positive
F10E7.7	W01D2.1	positive
F10E7.7	W09C5.6	positive
F10E7.7	Y106G6H.3	positive
F10E7.7	Y24D9A.4	positive
F10E7.7	Y37E3.7	positive
F10E7.7	Y37E3.8	positive
F10E7.7	Y45F10D.12	positive
F10E7.7	Y48B6A.2	positive
F10E7.7	Y48G8AL.8	positive
F10E7.7	Y71F9AL.13	positive
F10E7.7	ZK1010.1	positive
F10E7.7	ZK652.4	positive
F13B10.2	F25H2.10	positive
F13B10.2	F28C6.7	positive
F13B10.2	F37C12.4	positive
F13B10.2	F52B5.6	positive
F13B10.2	F53G12.10	positive
F13B10.2	F54C9.5	positive
F13B10.2	JC8.3	positive
F13B10.2	K11H12.2	positive
F13B10.2	M01F1.2	positive
F13B10.2	R11D1.8	positive
F13B10.2	R13A5.8	positive
F13B10.2	R151.3	positive
F13B10.2	T24B8.1	positive
F13B10.2	W01D2.1	positive
F13B10.2	W09C5.6	positive
F13B10.2	Y106G6H.3	positive
F13B10.2	Y24D9A.4	positive
F13B10.2	Y37E3.7	positive
F13B10.2	Y37E3.8	positive
F13B10.2	Y45F10D.12	positive
F13B10.2	Y48B6A.2	positive
F13B10.2	Y48G8AL.8	positive
F13B10.2	Y71F9AL.13	positive
F13B10.2	ZK1010.1	positive
F13B10.2	ZK652.4	positive
F25H2.10	F28C6.7	positive
F25H2.10	F37C12.4	positive
F25H2.10	F52B5.6	positive
F25H2.10	F53G12.10	positive
F25H2.10	F54C9.5	positive
F25H2.10	JC8.3	positive
F25H2.10	K11H12.2	positive
F25H2.10	M01F1.2	positive
F25H2.10	R11D1.8	positive
F25H2.10	R13A5.8	positive
F25H2.10	R151.3	positive
F25H2.10	T24B8.1	positive
F25H2.10	W01D2.1	positive
F25H2.10	W09C5.6	positive
F25H2.10	Y106G6H.3	positive
F25H2.10	Y24D9A.4	positive
F25H2.10	Y37E3.7	positive
F25H2.10	Y37E3.8	positive
F25H2.10	Y45F10D.12	positive
F25H2.10	Y48B6A.2	positive
F25H2.10	Y48G8AL.8	positive
F25H2.10	Y71F9AL.13	positive
F25H2.10	ZK1010.1	positive
F25H2.10	ZK652.4	positive
F28C6.7	F37C12.4	positive
F28C6.7	F52B5.6	positive
F28C6.7	F53G12.10	positive
F28C6.7	F54C9.5	positive
F28C6.7	JC8.3	positive
F28C6.7	K11H12.2	positive
F28C6.7	M01F1.2	positive
F28C6.7	R11D1.8	positive
F28C6.7	R13A5.8	positive
F28C6.7	R151.3	positive
F28C6.7	T24B8.1	positive
F28C6.7	W01D2.1	positive
F28C6.7	W09C5.6	positive
F28C6.7	Y106G6H.3	positive
F28C6.7	Y24D9A.4	positive
F28C6.7	Y37E3.7	positive
F28C6.7	Y37E3.8	positive
F28C6.7	Y45F10D.12	positive
F28C6.7	Y48B6A.2	positive
F28C6.7	Y48G8AL.8	positive
F28C6.7	Y71F9AL.13	positive
F28C6.7	ZK1010.1	positive
F28C6.7	ZK652.4	positive
F37C12.4	F52B5.6	positive
F37C12.4	F53G12.10	positive
F37C12.4	F54C9.5	positive
F37C12.4	JC8.3	positive
F37C12.4	K11H12.2	positive
F37C12.4	M01F1.2	positive
F37C12.4	R11D1.8	positive
F37C12.4	R13A5.8	positive
F37C12.4	R151.3	positive
F37C12.4	T24B8.1	positive
F37C12.4	W01D2.1	positive
F37C12.4	W09C5.6	positive
F37C12.4	Y106G6H.3	positive
F37C12.4	Y24D9A.4	positive
F37C12.4	Y37E3.7	positive
F37C12.4	Y37E3.8	positive
F37C12.4	Y45F10D.12	positive
F37C12.4	Y48B6A.2	positive
F37C12.4	Y48G8AL.8	positive
F37C12.4	Y71F9AL.13	positive
F37C12.4	ZK1010.1	positive
F37C12.4	ZK652.4	positive
F52B5.6	F53G12.10	positive
F52B5.6	F54C9.5	positive
F52B5.6	JC8.3	positive
F52B5.6	K11H12.2	positive
F52B5.6	M01F1.2	positive
F52B5.6	R11D1.8	positive
F52B5.6	R13A5.8	positive
F52B5.6	R151.3	positive
F52B5.6	T24B8.1	positive
F52B5.6	W01D2.1	positive
F52B5.6	W09C5.6	positive
F52B5.6	Y106G6H.3	positive
F52B5.6	Y24D9A.4	positive
F52B5.6	Y37E3.7	positive
F52B5.6	Y37E3.8	positive
F52B5.6	Y45F10D.12	positive
F52B5.6	Y48B6A.2	positive
F52B5.6	Y48G8AL.8	positive
F52B5.6	Y71F9AL.13	positive
F52B5.6	ZK1010.1	positive
F52B5.6	ZK652.4	positive
F53G12.10	F54C9.5	positive
F53G12.10	JC8.3	positive
F53G12.10	K11H12.2	positive
F53G12.10	M01F1.2	positive
F53G12.10	R11D1.8	positive
F53G12.10	R13A5.8	positive
F53G12.10	R151.3	positive
F53G12.10	T24B8.1	positive
F53G12.10	W01D2.1	positive
F53G12.10	W09C5.6	positive
F53G12.10	Y106G6H.3	positive
F53G12.10	Y24D9A.4	positive
F53G12.10	Y37E3.7	positive
F53G12.10	Y37E3.8	positive
F53G12.10	Y45F10D.12	positive
F53G12.10	Y48B6A.2	positive
F53G12.10	Y48G8AL.8	positive
F53G12.10	Y71F9AL.13	positive
F53G12.10	ZK1010.1	positive
F53G12.10	ZK652.4	positive
F54C9.5	JC8.3	positive
F54C9.5	K11H12.2	positive
F54C9.5	M01F1.2	positive
F54C9.5	R11D1.8	positive
F54C9.5	R13A5.8	positive
F54C9.5	R151.3	positive
F54C9.5	T24B8.1	positive
F54C9.5	W01D2.1	positive
F54C9.5	W09C5.6	positive
F54C9.5	Y106G6H.3	positive
F54C9.5	Y24D9A.4	positive
F54C9.5	Y37E3.7	positive
F54C9.5	Y37E3.8	positive
F54C9.5	Y45F10D.12	positive
F54C9.5	Y48B6A.2	positive
F54C9.5	Y48G8AL.8	positive
F54C9.5	Y71F9AL.13	positive
F54C9.5	ZK1010.1	positive
F54C9.5	ZK652.4	positive
JC8.3	K11H12.2	positive
JC8.3	M01F1.2	positive
JC8.3	R11D1.8	positive
JC8.3	R13A5.8	positive
JC8.3	R151.3	positive
JC8.3	T24B8.1	positive
JC8.3	W01D2.1	positive
JC8.3	W09C5.6	positive
JC8.3	Y106G6H.3	positive
JC8.3	Y24D9A.4	positive
JC8.3	Y37E3.7	positive
JC8.3	Y37E3.8	positive
JC8.3	Y45F10D.12	positive
JC8.3	Y48B6A.2	positive
JC8.3	Y48G8AL.8	positive
JC8.3	Y71F9AL.13	positive
JC8.3	ZK1010.1	positive
JC8.3	ZK652.4	positive
K11H12.2	M01F1.2	positive
K11H12.2	R11D1.8	positive
K11H12.2	R13A5.8	positive
K11H12.2	R151.3	positive
K11H12.2	T24B8.1	positive
K11H12.2	W01D2.1	positive
K11H12.2	W09C5.6	positive
K11H12.2	Y106G6H.3	positive
K11H12.2	Y24D9A.4	positive
K11H12.2	Y37E3.7	positive
K11H12.2	Y37E3.8	positive
K11H12.2	Y45F10D.12	positive
K11H12.2	Y48B6A.2	positive
K11H12.2	Y48G8AL.8	positive
K11H12.2	Y71F9AL.13	positive
K11H12.2	ZK1010.1	positive
K11H12.2	ZK652.4	positive
M01F1.2	R11D1.8	positive
M01F1.2	R13A5.8	positive
M01F1.2	R151.3	positive
M01F1.2	T24B8.1	positive
M01F1.2	W01D2.1	positive
M01F1.2	W09C5.6	positive
M01F1.2	Y106G6H.3	positive
M01F1.2	Y24D9A.4	positive
M01F1.2	Y37E3.7	positive
M01F1.2	Y37E3.8	positive
M01F1.2	Y45F10D.12	positive
M01F1.2	Y48B6A.2	positive
M01F1.2	Y48G8AL.8	positive
M01F1.2	Y71F9AL.13	positive
M01F1.2	ZK1010.1	positive
M01F1.2	ZK652.4	positive
R11D1.8	R13A5.8	positive
R11D1.8	R151.3	positive
R11D1.8	T24B8.1	positive
R11D1.8	W01D2.1	positive
R11D1.8	W09C5.6	positive
R11D1.8	Y106G6H.3	positive
R11D1.8	Y24D9A.4	positive
R11D1.8	Y37E3.7	positive
R11D1.8	Y37E3.8	positive
R11D1.8	Y45F10D.12	positive
R11D1.8	Y48B6A.2	positive
R11D1.8	Y48G8AL.8	positive
R11D1.8	Y71F9AL.13	positive
R11D1.8	ZK1010.1	positive
R11D1.8	ZK652.4	positive
R13A5.8	R151.3	positive
R13A5.8	T24B8.1	positive
R13A5.8	W01D2.1	positive
R13A5.8	W09C5.6	positive
R13A5.8	Y106G6H.3	positive
R13A5.8	Y24D9A.4	positive
R13A5.8	Y37E3.7	positive
R13A5.8	Y37E3.8	positive
R13A5.8	Y45F10D.12	positive
R13A5.8	Y48B6A.2	positive
R13A5.8	Y48G8AL.8	positive
R13A5.8	Y71F9AL.13	positive
R13A5.8	ZK1010.1	positive
R13A5.8	ZK652.4	positive
R151.3	T24B8.1	positive
R151.3	W01D2.1	positive
R151.3	W09C5.6	positive
R151.3	Y106G6H.3	positive
R151.3	Y24D9A.4	positive
R151.3	Y37E3.7	positive
R151.3	Y37E3.8	positive
R151.3	Y45F10D.12	positive
R151.3	Y48B6A.2	positive
R151.3	Y48G8AL.8	positive
R151.3	Y71F9AL.13	positive
R151.3	ZK1010.1	positive
R151.3	ZK652.4	positive
T24B8.1	W01D2.1	positive
T24B8.1	W09C5.6	positive
T24B8.1	Y106G6H.3	positive
T24B8.1	Y24D9A.4	positive
T24B8.1	Y37E3.7	positive
T24B8.1	Y37E3.8	positive
T24B8.1	Y45F10D.12	positive
T24B8.1	Y48B6A.2	positive
T24B8.1	Y48G8AL.8	positive
T24B8.1	Y71F9AL.13	positive
T24B8.1	ZK1010.1	positive
T24B8.1	ZK652.4	positive
W01D2.1	W09C5.6	positive
W01D2.1	Y106G6H.3	positive
W01D2.1	Y24D9A.4	positive
W01D2.1	Y37E3.7	positive
W01D2.1	Y37E3.8	positive
W01D2.1	Y45F10D.12	positive
W01D2.1	Y48B6A.2	positive
W01D2.1	Y48G8AL.8	positive
W01D2.1	Y71F9AL.13	positive
W01D2.1	ZK1010.1	positive
W01D2.1	ZK652.4	positive
W09C5.6	Y106G6H.3	positive
W09C5.6	Y24D9A.4	positive
W09C5.6	Y37E3.7	positive
W09C5.6	Y37E3.8	positive
W09C5.6	Y45F10D.12	positive
W09C5.6	Y48B6A.2	positive
W09C5.6	Y48G8AL.8	positive
W09C5.6	Y71F9AL.13	positive
W09C5.6	ZK1010.1	positive
W09C5.6	ZK652.4	positive
Y106G6H.3	Y24D9A.4	positive
Y106G6H.3	Y37E3.7	positive
Y106G6H.3	Y37E3.8	positive
Y106G6H.3	Y45F10D.12	positive
Y106G6H.3	Y48B6A.2	positive
Y106G6H.3	Y48G8AL.8	positive
Y106G6H.3	Y71F9AL.13	positive
Y106G6H.3	ZK1010.1	positive
Y106G6H.3	ZK652.4	positive
Y24D9A.4	Y37E3.7	positive
Y24D9A.4	Y37E3.8	positive
Y24D9A.4	Y45F10D.12	positive
Y24D9A.4	Y48B6A.2	positive
Y24D9A.4	Y48G8AL.8	positive
Y24D9A.4	Y71F9AL.13	positive
Y24D9A.4	ZK1010.1	positive
Y24D9A.4	ZK652.4	positive
Y37E3.7	Y37E3.8	positive
Y37E3.7	Y45F10D.12	positive
Y37E3.7	Y48B6A.2	positive
Y37E3.7	Y48G8AL.8	positive
Y37E3.7	Y71F9AL.13	positive
Y37E3.7	ZK1010.1	positive
Y37E3.7	ZK652.4	positive
Y37E3.8	Y45F10D.12	positive
Y37E3.8	Y48B6A.2	positive
Y37E3.8	Y48G8AL.8	positive
Y37E3.8	Y71F9AL.13	positive
Y37E3.8	ZK1010.1	positive
Y37E3.8	ZK652.4	positive
Y45F10D.12	Y48B6A.2	positive
Y45F10D.12	Y48G8AL.8	positive
Y45F10D.12	Y71F9AL.13	positive
Y45F10D.12	ZK1010.1	positive
Y45F10D.12	ZK652.4	positive
Y48B6A.2	Y48G8AL.8	positive
Y48B6A.2	Y71F9AL.13	positive
Y48B6A.2	ZK1010.1	positive
Y48B6A.2	ZK652.4	positive
Y48G8AL.8	Y71F9AL.13	positive
Y48G8AL.8	ZK1010.1	positive
Y48G8AL.8	ZK652.4	positive
Y71F9AL.13	ZK1010.1	positive
Y71F9AL.13	ZK652.4	positive
ZK1010.1	ZK652.4	positive
T05G5.3	W03D2.4	positive
T05G5.3	Y38F1A.5	positive
W03D2.4	Y38F1A.5	positive
W03D2.4	ZC168.4	positive
Y38F1A.5	ZC168.4	positive
T27E9.3	W03D2.4	positive
T27E9.3	Y38F1A.5	positive
C05D11.10	C14A4.14	positive
C05D11.10	C14A4.2	positive
C05D11.10	E02A10.1	positive
C05D11.10	F09G8.3	positive
C05D11.10	F21D5.8	positive
C05D11.10	F29B9.10	positive
C05D11.10	F33D4.8	positive
C05D11.10	F56D1.3	positive
C05D11.10	M88.2	positive
C05D11.10	R12E2.12	positive
C05D11.10	T01E8.6	positive
C05D11.10	T03D8.2	positive
C05D11.10	T13H5.5	positive
C05D11.10	T14B4.2	positive
C05D11.10	T23B12.3	positive
C05D11.10	W04D2.5	positive
C05D11.10	Y37D8A.18	positive
C05D11.10	Y39B6A.39	positive
C05D11.10	Y43F8C.8	positive
C05D11.10	Y55F3AM.1	positive
C05D11.10	Y57G11C.34	positive
C05D11.10	ZC262.8	positive
C05D11.10	ZK1098.7	positive
C14A4.14	C14A4.2	positive
C14A4.14	E02A10.1	positive
C14A4.14	F09G8.3	positive
C14A4.14	F21D5.8	positive
C14A4.14	F29B9.10	positive
C14A4.14	F33D4.8	positive
C14A4.14	F56D1.3	positive
C14A4.14	M88.2	positive
C14A4.14	R12E2.12	positive
C14A4.14	T01E8.6	positive
C14A4.14	T03D8.2	positive
C14A4.14	T13H5.5	positive
C14A4.14	T14B4.2	positive
C14A4.14	T23B12.3	positive
C14A4.14	W04D2.5	positive
C14A4.14	Y37D8A.18	positive
C14A4.14	Y39B6A.39	positive
C14A4.14	Y43F8C.8	positive
C14A4.14	Y55F3AM.1	positive
C14A4.14	Y57G11C.34	positive
C14A4.14	ZC262.8	positive
C14A4.14	ZK1098.7	positive
C14A4.2	E02A10.1	positive
C14A4.2	F09G8.3	positive
C14A4.2	F21D5.8	positive
C14A4.2	F29B9.10	positive
C14A4.2	F33D4.8	positive
C14A4.2	F56D1.3	positive
C14A4.2	M88.2	positive
C14A4.2	R12E2.12	positive
C14A4.2	T01E8.6	positive
C14A4.2	T03D8.2	positive
C14A4.2	T13H5.5	positive
C14A4.2	T14B4.2	positive
C14A4.2	T23B12.3	positive
C14A4.2	W04D2.5	positive
C14A4.2	Y37D8A.18	positive
C14A4.2	Y39B6A.39	positive
C14A4.2	Y43F8C.8	positive
C14A4.2	Y55F3AM.1	positive
C14A4.2	Y57G11C.34	positive
C14A4.2	ZC262.8	positive
C14A4.2	ZK1098.7	positive
E02A10.1	F09G8.3	positive
E02A10.1	F21D5.8	positive
E02A10.1	F29B9.10	positive
E02A10.1	F33D4.8	positive
E02A10.1	F56D1.3	positive
E02A10.1	M88.2	positive
E02A10.1	R12E2.12	positive
E02A10.1	T01E8.6	positive
E02A10.1	T03D8.2	positive
E02A10.1	T13H5.5	positive
E02A10.1	T14B4.2	positive
E02A10.1	T23B12.3	positive
E02A10.1	W04D2.5	positive
E02A10.1	Y37D8A.18	positive
E02A10.1	Y39B6A.39	positive
E02A10.1	Y43F8C.8	positive
E02A10.1	Y55F3AM.1	positive
E02A10.1	Y57G11C.34	positive
E02A10.1	ZC262.8	positive
E02A10.1	ZK1098.7	positive
F09G8.3	F21D5.8	positive
F09G8.3	F29B9.10	positive
F09G8.3	F33D4.8	positive
F09G8.3	F56D1.3	positive
F09G8.3	M88.2	positive
F09G8.3	R12E2.12	positive
F09G8.3	T01E8.6	positive
F09G8.3	T03D8.2	positive
F09G8.3	T13H5.5	positive
F09G8.3	T14B4.2	positive
F09G8.3	T23B12.3	positive
F09G8.3	W04D2.5	positive
F09G8.3	Y37D8A.18	positive
F09G8.3	Y39B6A.39	positive
F09G8.3	Y43F8C.8	positive
F09G8.3	Y55F3AM.1	positive
F09G8.3	Y57G11C.34	positive
F09G8.3	ZC262.8	positive
F09G8.3	ZK1098.7	positive
F21D5.8	F29B9.10	positive
F21D5.8	F33D4.8	positive
F21D5.8	F56D1.3	positive
F21D5.8	M88.2	positive
F21D5.8	R12E2.12	positive
F21D5.8	T01E8.6	positive
