CBRGID	CELEID
A8XR42	P46572
A8WW95	Q9N4F9
A8XZB3	O44438
A8XQ03	Q18068
A8XZJ0	P34346
A8XAK8	Q9NAJ3
A8XL14	Q9BL81
A8XB86	O16662
A8XB86	O01612
A8XB86	O16661
A8XB86	O16663
A8WJD9	Q9XTR8
A8WJD9	Q9XTR7
A8Y3W1	Q9XXK4
A8WUJ6	Q95ZY0
A8WUJ6	Q95ZY1
A8X8S6	A5PEW5
A8X2T2	O61906
A8XNV6	G5EEW2
A8XAD1	P34445
A8X754	P91575
A8WS54	Q95008
A8WVS8	Q95YE0
A8XZA6	O44453
A8XCW0	Q93543
A8WVP1	Q1RS86
A8X0M7	D3YT30
A8XSY8	Q21630
A8Y126	Q19420
B6IGI1	Q03599
E3CTV4	Q20021
A8XMP6	Q9XWV1
A8Y2C9	Q9N5N8
C9QPK7	Q7Z144
A8Y2K7	Q9N505
A8Y2K4	Q9N505
A8WYU2	Q9N505
A8XN21	Q9N505
A8WJ87	Q9N505
A8XU93	Q9N505
A8WUU2	O17077
A8WUU2	O17080
A8WWD2	A4UZ34
A8WVF5	Q27874
A8WYX4	A4UVL9
A8WPT7	O01561
A8X0S3	P91841
A8XN30	O18084
A8WQV3	Q9U1W7
A8WVS2	Q9TZH9
A8X1C0	Q9N542
A8Y0V6	O76407
A8XUG4	Q94253
A8XIQ8	Q9XU18
A8XIQ8	Q9U306
A8XPB3	P34333
A8X243	O16963
A8X7L1	O16434
A8WNN4	Q22674
A8X5Y2	Q10938
A8XGS5	Q09224
A8XJD3	Q20675
A8X0T4	Q9XTV3
A8XXC3	Q18966
A8XDX8	Q965P8
A8XEG8	Q966L4
A8X4G4	Q19945
A8XUY4	Q21684
A8XN53	Q93204
A8XND5	Q966J9
A8XM09	Q9XVQ2
A8XGB4	G5ECC0
A8XGB4	P91400
A8XGB6	G5ECC0
A8XGB6	P91400
A8X783	G5ED60
A8X302	O02224
A8WPA4	Q22705
A8X4Z9	Q20577
A8XS24	O16968
A8WT82	G5EG93
A8XUL4	O17030
A8XUL4	O76666
A8XUL1	O17030
A8XUL1	O76666
A8XW06	Q9N5J3
A8XW08	Q9N5J3
A8WZY4	A9D2P7
A8WW51	G5EFQ5
A8WW45	O01838
A8WRE6	O44508
A8X7D3	G5EDJ4
A8XDQ2	H2L0B1
A8X5T9	Q20198
A8Y246	G5EEB9
A8XJL6	H2KYE1
A8XCT2	Q20719
A8X8G7	Q27488
A8XT17	P34276
A8XZQ4	O61525
A8WZ71	Q9TYT4
A8XNA7	Q93841
A8XD16	Q9XVK1
A8XHB8	Q9XVD3
A8Y0A1	Q7YTI1
A8WYP4	O45478
A8WYP4	O45476
A8XSL2	G5EDG2
A8WQP8	Q18541
A8WV39	Q19789
A8XD49	Q20376
A8WZY8	Q9GUH0
A8XCX7	Q93797
A8XV96	Q21254
A8XG39	O44507
A8XG39	Q27500
A8X3D1	Q9GUI8
A8X3D1	H2L087
A8XG05	Q27496
A8XG05	P91569
A8WQH7	O17004
A8WJ62	O45718
A8X3X6	O17068
A8WQQ5	Q17533
A8WK68	Q21146
A8WU10	Q21961
A8XQR7	Q20657
A8XS66	Q22312
A8XSI3	Q86MP3
A8XFF2	Q9XW44
A8XYH7	Q9U2J4
G2J6K0	Q6EZG9
A8WZ80	Q9N2Z6
A8XZ10	Q9XWH6
A8WRR7	G5EGH2
A8X2V6	P92019
A8Y3T4	G5ECX9
A8XNJ4	O62347
A8XXK5	O45708
A8X1U0	Q9GYL0
A8Y488	Q20015
A8Y4K0	Q22117
A8XUX2	Q9UB40
A8X417	O16530
A8WWW0	G5EGI7
A8WNF9	Q19709
A8WJ58	Q8I4K3
A8WZJ6	Q19509
A8XQ84	O16474
A8XWV4	O44443
A8XNI4	Q18327
A8XLL1	Q9XU72
A8XLL1	O02318
A8WJV1	P41949
A8X8B7	G5EDU6
A8XUT0	O01485
A8XL00	P91346
A8X1U6	O45078
A8XJT6	H2KZP7
A8X0L8	Q19335
A8X431	Q19110
A8WVF2	Q23383
A8XF38	P34666
A8XUA7	O16921
A8X950	Q22362
A8XVI0	Q18375
A8XFW9	Q93716
A8XWB0	Q8WQA0
A8Y448	Q18784
A8XIA5	Q9NEN6
A8WQB8	Q8IA57
A8WQB8	O61882
A8WSV6	Q9XXA2
G2J679	Q9XXA2
A8WKA1	Q17871
A8XB20	H2KZD3
A8XES8	O76441
A8X9Q0	Q9BL39
A8XPH0	Q21761
A8XGM8	Q9U2X1
A8XFK8	O01574
A8XVG7	Q8WQF3
A8XGB0	O01600
A8XGB2	O01600
A8WR32	H2L0G8
A8WQ15	O44639
A8XE57	G5EFM7
A8X4B2	Q6LA91
H8WH96	G5ECU7
A8XXU8	Q21302
A8XMH2	Q9UA62
A8XZ58	Q9XXH7
A8XPI5	P41885
A8WUL9	O18232
A8WUL9	O44136
A8WUL9	Q9BL95
A8Y4T6	Q9BI97
A8X8K9	Q9BI97
A8WNV9	O16444
A8WW67	P28548
A8WT63	Q18694
A8WVK0	Q9BLB6
A8XRM2	Q10653
A8XXX6	P91269
A8XBN2	Q94288
A8XL13	Q8MXS8
A8WRA7	G5EEK9
A8Y318	Q23026
A8XCN6	H2KY80
A8WUH0	Q19258
A8WQS5	Q95QD5
A8Y0E9	O18222
A8XMH7	Q95XK6
A8XK76	Q9GYN3
A8XPE9	Q95QB7
A8Y3V9	Q21730
A8WQ77	O16962
A8XF64	P34343
A8XSI9	G5EEK4
A8X8C7	Q17962
A8XSE9	O17915
A8XGU3	Q09635
A8XU53	O62096
A8XKY9	Q20324
A8XXC2	Q18967
A8XLL4	Q95QG4
A8X0A5	O62259
A8XG77	O44551
A8WW57	P90770
A8Y3M0	A3FPI5
A8WKJ1	Q9XUN9
A8X6A3	Q966L7
A8XC52	Q8MQC4
A8Y3M4	P34412
A8XKM2	Q23192
A8X0G4	Q9XWN9
A8Y3G5	Q22518
E3CU23	Q22480
A8XXZ5	Q9U1Z5
A8XKM7	H2L060
A8X9B0	Q23079
A8X9B0	Q17979
A8WTZ4	H2KZ39
A8X0P4	G5ECU4
A8X690	H2KZH7
A8WRN2	Q09308
A8XNV2	A6ZJ60
A8XPV0	E0DBL0
A8WTE4	Q23451
A8WU73	Q94986
A8XEW1	Q7JNP8
A8XS93	G5EFT0
A8XUX1	Q22555
A8X8S3	Q9XXS1
A8XSG9	Q9XX15
A8XYY7	Q9U213
A8Y014	O02071
A8Y014	O02072
A8WQY4	O44478
A8XC72	G5EG44
A8X7T2	Q09965
A8WKW3	Q9U1Y6
A8XKY7	P91301
A8WU83	Q9BIA3
A8WQU8	Q9U1X7
A8XXW8	O44749
E3CTV5	B7WN93
A8WTH7	Q9XVN5
A8WXE4	Q9XV45
A8XXX3	P91264
A8XZC4	Q0G838
A8XH44	Q95QH4
A8XHE8	Q95Q09
A8XF16	Q9N4V4
A8XS96	Q9XVG4
A8X1D5	Q4TT88
A8XID1	Q9U1T1
Q612R3	Q09385
A8XSA9	Q9XXD7
A8Y2I9	Q9XW62
E3CU40	Q9XX04
A8XET2	Q9N5G4
A8XET3	Q9N5G4
A8XET5	Q9N5G4
A8WUU4	O18019
A8XBA2	O16961
A8X1K2	Q18973
A8XTP4	O17828
A8XYA2	Q20404
A8X290	Q9N526
A8XCX8	Q7JL79
A8XKG0	Q3HKB7
A8XST5	Q22138
A8XHF2	Q95PZ7
A8WMZ8	D3KFV8
A8WXX3	G5EBN3
A8X3Y3	P91078
A8X9V1	Q09358
A8XYD8	O17983
A8XWS2	A1IMB8
A8XT59	P34536
H8WHA1	G3MTY1
A8X5Q9	Q94236
A8XK31	Q966P3
A8XZV6	Q23317
A8XHI4	Q9XTZ2
A8WY06	D5MCS8
A8WQ66	O61942
A8X1D6	Q21760
A8WZ58	Q8IU09
A8XXU5	G5EDN8
A8XNA3	Q10049
A8X072	Q9XUK6
A8Y1C5	Q9N5V7
A8Y3T7	G5EGC7
A8XMU5	G5EGC7
A8X0M2	H2FLH0
A8WXY8	O17869
A8WXQ7	P50605
A8X0K4	Q17413
A8X1J5	Q17727
A8XQM5	G5EGM2
A8XND1	Q18331
A8WTL2	Q23664
A8X0M0	Q21336
A8X8T2	Q17939
A8XEB9	P91130
A8XL58	O76615
A8X7E0	Q21170
A8XCA1	Q20272
A8X6I1	Q9N362
A8X6H9	Q9N366
A8XVF8	Q20237
A8XNL6	Q20176
A8X786	Q9XVG8
A8XTD9	Q22804
A8XKW6	Q95Y79
A8Y481	Q8I4J8
A8Y2I1	Q9N365
A8WRV6	A8WFN8
A8WQK7	O01913
A8WX90	Q18883
A8XRU6	D7SFQ8
A8XFH9	O61816
A8WU40	H2L080
A8WML9	Q93592
A8WWQ6	Q93456
A8X9M1	Q7YXB7
A8XZ90	Q27GQ6
A8XLB0	Q9XWR1
A8XYH8	Q9U2J5
B6IL14	Q9TY01
A8WQ11	O44646
A8X8I9	H2FLH4
A8XHE7	G5EDL8
A8XL34	G5ED39
A8WL27	Q21425
A8WTX0	Q19436
A8XYE6	G5EC67
A8X9U3	Q21018
A8XKX1	P91390
A8X711	Q23319
A8X125	Q93930
A8XKA5	Q18582
A8XKF0	Q20024
A8XSN7	Q18485
A8Y2E6	Q95XI7
A8XLN8	Q965P2
A8XI11	Q9TYJ7
A8Y2S2	O62030
A8Y2S2	O18081
A8Y2S2	G5EBL0
A8XHW8	Q9XUA9
A8XHW8	Q9XUA8
A8XHW8	G5ECH9
A8XM13	O18110
A8XM13	O18113
A8X8G5	Q18945
A8XXL3	Q18945
A8Y3C0	H9G361
A8Y3C0	Q7YWS6
A8X908	E1B6T7
A8XEK9	B3WFV1
A8X3P4	O17263
A8XJF3	Q19852
A8XB57	O16421
A8XVI6	J7RNK6
A8WS39	Q95XJ6
A8WRT3	Q9N500
A8Y1W7	O01876
A8X8K5	Q22638
A8XJH6	Q23532
A8XHK9	Q56VX7
A8XSX0	Q21601
A8XSZ1	Q21824
A8XNV0	G5EFC7
A8XH40	H2KZ53
A8XCP5	Q9N5X8
A8XGQ3	Q9U2Z0
A8Y0L0	Q565A7
E3CTX2	Q21880
A8XJ59	O45188
A8XJ59	Q95XE9
A8XX40	A1IMC0
A8WY43	Q20522
A8X1J0	Q20327
A8WUF2	Q8WQF7
A8X0W6	Q23597
A8XYY3	Q9U208
A8XGY6	Q09240
A8Y274	G5EGF8
A8XK87	Q23086
A8XC06	Q95PV6
A8X5G1	Q9U252
A8XPF6	Q4TTC8
A8Y0T8	Q86D10
E3CU67	Q965Q6
A8WUW2	O45205
A8X7R2	O45205
A8WMK6	Q18940
A8WJJ0	G5ED41
A8WTV9	Q09265
A8XKC3	H2L0D2
A8X9I2	O61975
A8WJ73	Q9N586
A8XW69	H2KYG8
A8WRN9	Q93241
A8X4W1	Q21130
A8WPQ8	Q9BKN9
A8XH46	Q09486
A8X7L4	Q564Q6
A8XQ44	P29691
A8XT23	P34587
A8Y3Q9	Q22857
O17319	Q9NLC2
Q61B10	Q9TYK1
A8X6U2	Q9GZD2
A8X6U6	Q9GZD2
A8WPE7	P46012
A8WUB2	Q10014
A8WMM6	Q93619
A8XGY9	Q09633
A8Y0Q0	O01254
A8WQL6	H2KYN6
A8XT44	P34630
A8XDN1	Q23189
A8XPJ0	Q23489
A8XLW0	Q95ZW1
A8XMJ3	Q9N3F6
A8WMF4	Q18140
A8WMF4	H8W3W9
A8XUP1	Q18391
A8XUP1	G5ECI7
A8WW48	O01681
A8XFY8	C6KRL6
A8WTX2	Q19434
A8XH06	Q19305
A8WQ86	Q966I5
A8Y4M3	E2JL00
A8XQU6	Q20559
A8XCI9	Q95QG7
A8X3U9	Q9XVJ3
A8Y480	Q20009
A8XV88	Q8I4I0
Q61K76	Q9XUP3
A8WLW0	A3QMA7
A8WMD1	G5EFM9
A8WTK0	Q9XWL9
A8X788	C6KRN3
A8WMQ8	O76672
A8WK35	Q22619
A8X3B7	P34433
A8X2W2	P90846
A8WRZ3	Q21137
A8X0U9	Q20209
A8XFD7	O62236
A8XJH7	Q23533
A8XL70	O17609
A8XL70	O02226
A8XL70	Q9NAR1
A8XL70	Q9NAR2
B6IKU9	Q9U2M1
A8WXS6	G5EDS1
A8XH76	F3Y5Q7
A8XF25	O02102
A8WZT2	Q94215
A8XZ17	O18175
A8WR85	Q9UAY0
A8X5G6	Q7YZP5
A8WZA4	Q9N535
A8XV76	Q19026
A8XHN4	Q7YZG0
A8X7A9	Q8WQB2
A8X6J1	Q9XVT7
A8XI86	Q95Y02
A8XPV9	Q9N418
A8XV56	Q9GS14
A8Y101	Q9N4E2
A8WM88	O18115
A8X231	O61955
A8XEU4	O16623
A8WS73	Q93565
A8X5T6	Q20892
A8XLV1	Q8I6Y9
A8X625	Q21230
A8Y4B7	G5EBI9
A8X835	Q20873
A8WPQ9	Q9N5D1
A8XE67	Q18204
A8XZ24	O62491
A8XHV5	Q21552
A8XJN7	Q22510
A8XVA5	Q18739
A8XG34	Q8IG65
A8WMB7	P12845
A8Y2F9	Q5F4U0
A8X917	Q9TYQ5
A8Y196	Q19672
A8Y2W6	Q1W0S0
A8XB42	O45805
A8XB42	O45806
A8XB42	Q9TXW0
A8X2X2	Q9U2P4
A8X2X2	P92001
A8X2X2	P92002
A8WRT7	B7CED6
A8WSS5	Q09629
A8XMX6	G5EER6
A8XY69	A8WFK3
A8WUF0	Q8WQF6
A8X7Z6	H2KZV6
A8X975	Q22951
A8X9Q6	Q3V5J2
A8XHT7	Q22208
A8Y1N2	Q95XN7
A8WWX2	O02273
A8XFL7	G5EDY6
A8X6W7	O44620
A8X1J8	Q17724
A8XRM0	G5EF20
A8XI25	Q21345
A8WUZ6	Q22498
A8X4R9	Q9XTR0
A8XVC4	Q22265
G2J6R2	P34345
A8Y4J6	Q22113
A8Y0U9	Q4W5T0
A8WKT7	O01340
A8WWK6	O01340
A8XE65	Q19232
A8XE65	Q95XJ4
A8WKV7	Q19246
A8XMT4	A7LPI9
A8XEC3	O01577
A8XXB9	G5EGK5
A8WKJ4	Q9U221
A8X766	Q20908
A8X6K6	Q6F6K5
A8XSQ8	P34766
A8X7A3	Q9NEZ8
A8XST2	Q22140
A8Y461	Q21012
A8XX48	Q9BHL4
A8WW75	Q1XFY5
A8XVY7	G5EEL7
A8XCE0	O62332
A8X4R6	Q19474
A8X8Z6	Q22009
A8X473	Q93874
A8X8W7	Q5FC58
A8XXB2	Q09464
A8Y3Q4	Q20421
A8Y4K1	Q22118
B6IH63	Q965R8
A8WW07	Q966G0
A8WW07	Q17510
A8WW07	O76710
A8Y043	Q9XXM6
A8Y043	O61876
A8Y043	H2KYF0
A8XPA8	Q965K2
A8XDS1	Q9N481
A8XDS1	Q9N480
A8X720	G3MU24
A8XKD6	A7DT33
A8XYQ9	G5EDM7
A8WVK3	Q6AHP9
A8XDE3	Q20159
A8XLJ0	Q10008
A8Y0A5	O18235
A8XY52	Q18230
A8X5E9	Q9U3L5
A8XKX7	P91309
A8WMW6	A3QM91
A8WK37	G5EG26
A8WL68	O18118
A8X140	B3GWC2
A8X2C7	O16394
A8XGV3	F1LIL6
A8XEP8	O01580
A8XNW8	D0VWN1
A8X0Z5	Q17437
A8X0Z7	Q17439
A8XGZ1	H2KZI9
A8XA56	P34558
A8XUN9	O61898
A8XDB6	Q22901
A8XJD1	Q22910
A8X3T7	Q9TZ49
Q624D2	O44516
A8XVH4	Q7YTT1
A8XKT9	Q9N5X6
A8Y343	Q2XMY3
A8Y1L8	Q8WTK0
A8WWU0	O02328
A8Y220	Q93893
A8XNG2	Q9BLA0
A8XNG2	P91393
A8XGA2	O44734
A8XPY6	P29355
A8XP11	P41942
A8WWR0	Q9XU45
A8XNM2	Q21308
A8X9Q2	Q9BL36
A8XQQ6	Q22166
A8XYS7	Q23146
A8XDT2	C0P289
A8WKN0	O62081
A8X2H0	O44573
A8XJT2	A5HU93
A8XNW2	G5EFR7
A8XTP0	G5EF11
A8X8D0	Q09637
B6IG03	A7LPH8
A8XGS3	Q17690
A8X9U9	Q21069
A8WZQ2	Q95X44
A8XF10	Q19020
A8XD73	Q21000
A8WW53	Q19493
A8XCV7	Q93545
A8Y3K7	P34428
A8XHD5	Q9XWU5
A8Y472	Q7JLI7
A8WZZ7	Q22446
A8WZZ7	Q22445
A8X0T0	A0T4F7
A8WY36	O17894
A8XJN9	H2KZY6
A8X2Y1	P91998
A8WSX1	Q86GC5
A8WS58	Q93575
A8XUA9	O01581
A8Y406	G5ECU6
A8WP43	Q9XXI0
A8XP28	Q19684
A8XHF6	Q95Q03
A8Y0M8	Q18933
A8XI79	Q95Y07
A8XRM8	Q6BEU0
A8XIT7	Q9U2H5
A8Y2E9	Q95XI9
A8X477	A8WHT8
A8X2P5	Q9N4X7
A8X2P5	G5ECJ3
A8X2P5	Q9TXY5
A8XU57	Q20528
A8XU57	Q9N3W2
A8XU58	Q20528
A8XU58	Q9N3W2
A8X5M4	G5EBS5
A8WM64	P34599
A8WN59	Q09533
A8WYY6	O45740
A8WNC4	Q20022
A8XMZ8	O18086
A8X9N2	Q18421
A8XII7	Q9NF71
A8XC86	Q8MXV8
A8XZP4	Q65CM0
A8XU27	Q9XUE6
A8WT79	A5Z2S5
A8WY24	A8WHS3
A8WXI7	C1P638
A8WUD9	Q10127
A8WSI4	Q18091
A8XSS5	C0P278
A8X5P0	Q18177
A8XGF6	P31161
A8XQI7	G5EGE3
A8WJL6	Q9N4L7
A8WVW5	Q6AW06
A8WT44	Q95QY7
A8Y371	G5EE89
A8XWX3	O17636
A8XH36	Q19948
A8XPM0	Q17895
A8XSC9	Q18604
A8XZW0	Q23314
A8XPN1	Q9GPA1
A8WZE3	P84199
A8WU79	H2KYV2
A8X2W3	O01301
A8XBQ1	G5EEE7
A8XTY3	G5EFT5
A8WUJ3	Q4JFI0
A8XGZ0	Q18931
A8X452	Q94406
A8XV26	Q17453
A8XKV0	Q22460
A8XGB3	Q966L8
A8WY20	Q19753
A8XZ89	Q20583
Q9GZ04	P34684
A8Y4L1	Q7JLH4
A8XV32	O61897
A8XUN5	O61897
G2J6Z0	O61897
A8XET4	G5EF36
A8XET4	Q22981
A8WV34	G5EG13
A8WQM0	O16465
A8WJ63	O45717
A8WP86	Q09526
A8X3B2	P34450
A8WUI7	B1Q240
A8XKG2	H2KZ11
A8XXZ3	A5PEX8
A8XZ04	A3QMA3
A8WTE5	Q23449
A8XP92	P34349
A8WT64	Q9NAQ9
A8XR46	Q09390
A8XJA6	Q20551
A8XQV8	Q20334
A8X5H6	Q9XW15
A8XCM5	Q18600
A8XLF5	Q9N516
A8X2N6	O44638
A8X2N6	O61203
A8WXC4	F5GUH2
A8X448	G5EDB3
A8WMJ6	Q18915
A8XED7	G5EFC1
A8WZB4	Q22749
A8XSU6	Q22696
E3CTZ5	P90989
A8XQS9	Q9U3N5
A8WPF2	G5ECD7
Q627G6	Q20618
B6IM58	Q9GYM6
G2J6T1	Q9U237
A8XMU4	G5EBH4
A8Y3T6	G5EBH4
A8WX66	Q19326
A8WX66	Q17603
A8WQ12	O44642
A8X2N5	O44636
A8XMJ1	H2L0Q6
A8X2U2	Q18879
A8X9M4	Q09271
A8WX20	Q9XWI1
A8WX61	Q19328
A8XI34	O62519
A8WRF9	Q9BL99
A8X829	Q20784
A8XDD9	Q20157
A8X942	Q52GY3
A8XZK4	O45348
A8XNK8	Q19096
A8WXK2	Q9XUG6
A8XSS3	Q21981
A8XSU0	Q22133
A8XKV6	P90920
A8XE07	Q9XW60
A8Y295	P91506
A8Y295	P91507
A8XMY7	Q965L0
A8XMY7	Q19011
A8WQL4	O16458
A8WQL8	O16463
A8XCI0	H2KYX1
A8WNH1	Q20865
A8WNB6	Q21083
A8WS86	Q93830
A8XYV4	G5EGE2
A8XI53	Q6EZG5
A8XGE0	P91492
A8X8K8	Q19980
A8WKW4	Q9U1Z4
A8WQW6	Q9XXR8
A8XQ51	Q1EPL6
A8XEP9	Q95Q44
A8XHL6	Q9U220
A8XZ55	Q9NAC0
A8WQW4	O62425
A8WTK7	O62277
A8Y3P4	Q17974
A8X1G1	O44481
A8XSS4	G5EGA7
A8Y0Z5	E0DBK9
A8XUL9	O17040
A8XJP7	Q21187
A8Y2R9	O45766
A8X5V8	Q9N4P4
A8X558	Q9U2F6
A8XHF1	Q95Q06
A8Y3Z9	Q10667
A8XJ16	Q95XG5
A8XDR0	Q9TXV1
A8XX32	Q9N326
A8XZF9	Q9N4Z2
A8X237	O16966
A8X237	O16965
A8WNZ9	Q09655
A8WK61	Q21155
A8WSW9	Q17958
A8X603	P91405
A8XFW4	O62387
A8XZ02	G5EBK8
A8X3E8	P34643
A8X3E8	M1ZK05
A8XU18	O45701
A8WN48	Q9XVU1
A8X1B5	Q94230
A8WWG8	Q9N4I4
A8XJC6	Q21469
A8XJN6	Q22508
A8XBB9	Q95XH1
A8X5N7	Q9U2G1
A8XM98	Q9GYF1
A8XHI2	Q9XTZ5
A8WU65	Q3Y414
A8Y3R2	Q22856
E3CTZ9	Q20079
Q60R52	Q95Q11
Q8MUK2	Q9XTR1
A8XR75	O01341
A8X8R9	Q17420
A8XHN5	Q22219
A8X6G7	Q95Y23
A8Y3G7	Q20781
A8XUX6	O17996
A8XUX6	Q9GUE1
A8XUX6	Q9GUE3
A8XUG1	Q94251
A8Y3H3	Q6QMT2
A8Y3H4	Q6QMT2
A8XRW8	Q9TZK7
A8XRW8	Q22778
A8WZ76	G5EEP5
A8WYV9	O61883
A8X4V1	O17567
A8X7F4	O16271
A8WSU3	Q09952
A8WND7	Q20613
A8WQP1	Q19882
A8WL40	Q22292
A8WSK7	G5EGI8
A8WTR5	Q18898
A8WUP0	Q23237
A8XAI0	Q03607
A8XY31	H2KZ84
A8WPI1	Q9UAQ6
A8XCS2	Q20728
A8XH03	Q19302
A8WRA0	Q9XUN2
A8XPX6	Q18527
A8X6Y2	Q965R7
A8XHN8	H2KY84
A8XZP8	P91374
A8XPD8	Q23483
A8XGH1	Q9N5K2
A8XIC0	Q9U327
A8XLA6	Q9XWQ6
A8XLB3	Q9XWR2
A8XYI5	Q9XUK4
A8WN66	O62197
A8WN66	Q3S1M6
A8X718	Q23340
A8X718	Q23339
A8X116	G5EEY1
A8X7B8	G5EEG8
A8XKD3	H2KZX7
A8WUH2	Q19257
A8WUN3	Q20960
A8Y1B7	H2L068
A8WN26	Q9U2U7
A8WZT9	Q94176
A8XCS4	Q20731
A8WXI3	Q9XVV6
A8XNF2	Q22782
A8XRR2	Q9N4U1
Q61JK7	Q86D25
A8XSW3	G5ECQ3
A8WR07	H2KZT5
A8WVQ0	O01803
A8WWY6	O62011
A8X4G6	Q18248
A8XFP7	O61739
A8XFR8	P91011
A8XP60	P47991
A8XNI8	Q7YX85
A8XDQ7	Q9TXU7
A8Y188	Q21777
A8WV55	Q23223
A8XHI9	Q9U226
Q61SE7	Q22438
A8XT16	D7SFI3
A8XT16	P34277
A8X638	Q17436
A8X638	Q9NEM5
A8X5E0	Q9U2Q4
A8X5D9	Q9U2Q4
A8WT49	O17860
A8X4E4	G5EBV9
A8X382	P34213
A8XCF4	O45405
A8X4R7	Q19473
A8XXX8	Q9BIB8
A8XFB3	P90889
A8XZ11	O17818
A8WQE8	Q9UAZ0
A8X8W2	Q8MQ99
A8XXC8	Q18963
A8WT37	Q17884
A8X141	P49041
A8WU12	Q21959
A8XA33	P34656
A8WSD7	Q23569
A8XBU1	Q95YD4
A8XPV5	I2HAE1
A8XY26	O16265
A8XCJ3	Q20289
A8XKC0	Q22125
A8Y4E5	P90781
A8Y3Q3	Q20420
A8XMV5	Q9XWD7
A8X1X9	Q9N5F9
A8X1Y0	Q9N5F9
A8X1X7	Q9N5F9
A8X1Y1	Q9N5F9
A8X1X8	Q9N5F9
A8WIV9	O17131
A8WIV9	Q8MYP0
A8WMD3	Q19601
A8WSR1	Q20371
A8X3T4	O44788
A8X892	O17212
A8WSJ2	Q22626
A8WXR9	Q21046
A8X8P4	Q19739
A8XQM1	P41830
A8X4D9	Q93246
A8XBY5	Q5WRT2
A8XPB7	Q20939
A8Y4E6	P90778
A8X9F8	O01470
A8X5K5	Q9XWF4
A8XUP0	Q8I7M5
A8XUF3	Q965V9
A8XWA1	Q9NF11
A8Y0W1	Q9BPN5
Q60WM1	Q9N337
A8X7U8	P34263
A8X7T8	P34263
A8WWH3	O45010
A8X2P2	O16887
A8XBC6	H2L0S1
A8XLQ8	H2KYB6
A8X961	Q18433
A8Y102	Q8ITZ6
A8X4Z2	B7WN96
A8XK88	A4UVJ7
A8WLA1	Q21915
A8XN52	D0VWM4
A8XJQ8	O45189
A8X0K7	Q21559
A8WXU9	Q23307
A8XF78	P54137
A8XF03	Q400N4
A8XCI2	Q09481
A8X8Z8	Q22013
A8X8K1	Q22642
A8X133	Q93438
A8WVR2	Q9N4D9
A8XFI7	Q6BEW1
A8XST8	Q22135
A8XX11	Q21008
A8XXZ8	Q8MYP4
H8WGW9	Q21263
H8WGW9	G5ED14
A8X0V9	Q20970
A8X2Y8	G5ECS6
A8XC88	H2KZE4
A8X1I9	P48156
A8X2P0	P91316
A8XG52	O44772
A8WTW5	Q45EL1
A8X8A5	Q18340
A8XLP7	O76670
A8WZS9	Q94213
A8XKT4	Q18030
Q60LV4	P12844
A8WU56	Q23419
A8XFR1	Q2L6V2
A8Y3W2	Q20814
A8XRZ8	Q9GZE8
A8XAX2	O17656
A8XAX2	G3MU50
A8XAX2	Q9U3M3
A8WPF6	Q09553
A8WXE3	O62203
A8WT35	Q17886
A8XA64	P34312
A8X7W1	Q19090
A8WJ51	Q9U2H9
A8XQV7	Q19188
A8X8E6	Q19964
A8X644	Q22671
A8XRZ9	O61887
A8XRK1	Q18404
A8XKT7	Q3V5K9
A8X5I0	Q9XW12
A8XHE9	Q95Q08
A8Y2L0	Q21104
A8XSM8	Q8WQG1
Q17297	Q10658
Q61QK6	O17237
B6IFF1	Q9XXK8
A8WT27	G5EDI3
A8WYF0	G5ED10
A8WUX9	O17764
A8X7B2	E8MDW1
A8WUE6	Q10131
A8XDC7	O17528
A8XIY1	O44144
A8WXU8	Q23308
A8X8L4	Q19975
A8WSP6	G5EBZ1
A8XGT7	Q09218
A8Y038	O16582
A8WQV0	Q9U1W9
A8X6G8	Q95Y21
A8X062	Q9XTY3
A8XFG2	Q94360
A8XJC3	Q9N4V0
A8Y181	Q21771
A8Y4J1	Q20546
A8XMJ0	Q9N3F9
Q61QN4	Q03609
B6IHF8	Q23645
A8XLX7	O45520
A8XLX7	Q9XVQ1
A8WZQ8	G5EDH7
A8XFW8	G5ECN8
A8WU24	Q10910
A8X781	O18131
A8X3E5	P34639
A8XRV8	G5EEP3
A8XUE7	G5EBV4
A8WWL7	Q564W8
A8WRH9	H2KZS2
A8XM24	O62202
A8X3T8	Q9TZ50
A8XYK2	Q18385
A8XVE6	Q23458
G2J6K1	Q5F4V0
A8WSC9	G5EDB8
A8WWV5	O17883
A8X356	P32743
A8X8S4	O62416
A8X823	P53806
A8WRC4	O61220
A8X1N0	Q18449
A8XG97	O44738
A8XGL4	O44775
A8X1F6	Q20846
A8XW96	O18307
A8WS93	Q9U2Z5
A8WXH5	Q9U3M2
A8X9P0	Q8T3C6
A8Y0N5	Q18240
A8XMK8	Q9N3K5
A8WN25	Q9U2U6
A8Y211	O61709
A8XLE3	O61709
A8X9P7	G5EBF5
A8XI59	G5EGN3
A8XGJ2	O01503
A8WX86	Q18886
A8WS46	Q8MXR9
A8X7R6	Q19883
A8XUB7	O16381
A8X652	Q22662
A8WVM8	Q9GYK1
A8WWW3	O17944
A8X5C5	Q7YWP5
A8XJ93	Q19162
A8XWM3	Q18645
A8XG73	Q94148
A8XN01	Q7YTK5
A8XPT5	Q94312
A8XRE2	Q9N4H5
A8XUF4	Q9UAV3
A8Y2T7	Q9N305
