HDO-ID	Term	TermType	IsObsolete	IsA	OMIMID
DOID:0000606	Brown-Sequard syndrome		---	DOID:0000607	---
DOID:0006065	urinary tract non-invasive transitional cell neoplasm		---	DOID:0005433	---
DOID:0006067	ovarian mucinous neoplasm		---	DOID:0002152	---
DOID:0000607	paraplegia		---	DOID:0000331	---
DOID:0006071	resectable duodenal carcinoma		Y	---	---
DOID:0006077	localized malignant mesothelioma		Y	---	---
DOID:0006078	secondary malignant neoplasm to the nervous system		Y	---	---
DOID:0006079	drop secondary malignant neoplasm to the spinal cord		Y	---	---
DOID:0006080	spinal cord secondary cancer		Y	---	---
DOID:0006081	childhood testicular endodermal sinus neoplasm		Y	---	---
DOID:0006082	pediatric testicular germ cell tumor		---	DOID:0005554 DOID:0005557 DOID:0006053	---
DOID:0006083	childhood ovarian endodermal sinus tumor		---	DOID:0005350	---
DOID:0006084	pediatric ovarian germ cell tumor		---	DOID:0002156	---
DOID:0006085	meningeal melanoma		---	DOID:0006086	---
DOID:0006086	malignant leptomeningeal tumor		---	DOID:0003565	---
DOID:0006087	predominant disturbance of emotions		Y	---	---
DOID:0006088	acute stress disorder		---	DOID:0002030	---
DOID:0006089	pediatric leptomeningeal melanoma		---	DOID:0006085	---
DOID:0000609	skin abnormality		Y	---	---
DOID:0006090	adult leptomeningeal melanoma		---	DOID:0006085	---
DOID:0006091	ampulla of vater intestinal type adenocarcinoma		Y	---	---
DOID:0006098	thalamic neoplasm		---	DOID:0003843	---
DOID:0000061	mitral valve disease		---	DOID:0004079	---
DOID:0006101	signet ring cell variant cervical mucinous adenocarcinoma		---	DOID:0003701	---
DOID:0006102	herpetic gastritis		---	DOID:0002327	---
DOID:0006103	thoracic spinal canal and spinal cord meningioma		---	DOID:0001140	---
DOID:0006104	mixed embryonal carcinoma and teratoma of the mediastinum		Y	---	---
DOID:0006105	mediastinum malignant teratoma		Y	---	---
DOID:0006107	mediastinal mixed non-seminomatous germ cell tumor		Y	---	---
DOID:0006108	mesenchymal hamartoma of the liver		Y	---	---
DOID:0006109	hepatic and intrahepatic bile duct non-epithelial neoplasm		Y	---	---
DOID:0000611	leukocyte-adhesion deficiency syndrome		---	DOID:0003262	---
DOID:0006110	jugular foramen meningioma		---	DOID:0003565	---
DOID:0006111	jugular foramen neoplasm		Y	---	---
DOID:0006112	cerebral meningioma		---	DOID:0000368	---
DOID:0006113	intracerebral cystic meningioma		---	DOID:0006112	---
DOID:0006114	cerebral convexity meningioma		---	DOID:0006112	---
DOID:0006115	lateral ventricle meningioma		---	DOID:0003772 DOID:0006112	---
DOID:0006118	renal pelvis inverted papilloma		---	DOID:0006119	---
DOID:0006119	renal pelvis urothelial papilloma		---	DOID:0005975	---
DOID:0000612	primary immunodeficiency disease		---	DOID:0002914	OMIM:242850 
DOID:0006122	AIDS-related anal cancer		Y	---	---
DOID:0006126	anal canal carcinoma		---	DOID:0050688	OMIM:105580 
DOID:0006128	gliomatosis cerebri		---	DOID:0001319	---
DOID:0000613	T lymphocyte deficiency		---	DOID:0011200	---
DOID:0006132	bronchitis		---	DOID:0001176 DOID:0002320	---
DOID:0006139	uterine corpus epithelioid leiomyosarcoma		---	DOID:0005289	---
DOID:0000614	lymphopenia		---	DOID:0000615	---
DOID:0006148	nasal cavity carcinoma in situ		---	DOID:0008719	---
DOID:0000615	leukopenia		---	DOID:0009500	---
DOID:0000616	Deltaretrovirus infectious disease		Y	---	---
DOID:0006160	childhood choriocarcinoma of the testis		---	DOID:0005551 DOID:0006082	---
DOID:0006161	childhood testicular mixed germ cell tumor		---	DOID:0004743 DOID:0006082	---
DOID:0006162	childhood embryonal testis carcinoma		---	DOID:0005680 DOID:0006082	---
DOID:0006163	familial renal papillary carcinoma		---	DOID:0004455	---
DOID:0006166	prostatic urethra urothelial carcinoma		---	DOID:0006167	---
DOID:0006167	prostatic urethral cancer		---	DOID:0000736	---
DOID:0000617	Retroviridae infectious disease		Y	---	---
DOID:0006170	ovarian carcinosarcoma		---	DOID:0002151	---
DOID:0006171	uterine carcinosarcoma		---	DOID:0004114	---
DOID:0006174	sporadic conventional renal cell carcinoma		Y	---	---
DOID:0006175	mediastinal neurilemmoma		---	DOID:0004691 DOID:0000956	---
DOID:0006178	metastatic ovarian small cell carcinoma with hypercalcemia		Y	---	---
DOID:0006179	ovarian small cell carcinoma		---	DOID:0004001	---
DOID:0006180	Cytomegalovirus gastritis		Y	---	---
DOID:0006184	squamous cell carcinoma of unknown primary		Y	---	---
DOID:0000619	lymphoproliferative disease		Y	---	OMIM:300635 OMIM:308240 OMIM:613011 
DOID:0006190	rectum Kaposi's sarcoma		---	DOID:0001995	---
DOID:0006192	inflammatory MFH		---	DOID:0001907	---
DOID:0006193	epithelioid sarcoma		---	DOID:0003350	---
DOID:0006195	conjunctivitis		---	DOID:0004251	---
DOID:0006196	reactive arthritis		---	DOID:0000848	---
DOID:0006197	conventional malignant hemangiopericytoma		---	DOID:0000264	---
DOID:0006198	corneal intraepithelial neoplasm		---	DOID:0060071	---
DOID:0006199	cornea cancer		---	DOID:0002174	---
DOID:0000062	aortic valve disease		---	DOID:0004079	---
DOID:0000620	blood protein disease		---	DOID:0000074	---
DOID:0006200	recurrent malignant pericardial mesothelioma		Y	---	---
DOID:0006201	pericardial mesothelioma		---	DOID:0000116	---
DOID:0006202	mesothelioma malignant recurrent		Y	---	---
DOID:0006203	thyroid hyalinizing trabecular adenoma		---	DOID:0006204	---
DOID:0006204	follicular adenoma		---	DOID:0002891	---
DOID:0006208	mediastinal osteogenic sarcoma		---	DOID:0003357 DOID:0004050	---
DOID:0006209	malignant mediastinum hemangiopericytoma		---	DOID:0000264 DOID:0004050	---
DOID:0000621	simian acquired immunodeficiency syndrome		Y	---	---
DOID:0006210	bladder diffuse clear cell adenocarcinoma		---	DOID:0005306	---
DOID:0006211	mixed epithelial tumor of ovary		---	DOID:0060112	---
DOID:0006212	ovarian endometrial cancer		---	DOID:0002152	---
DOID:0006213	ovarian serous tumor		Y	---	---
DOID:0006214	ovarian papillary neoplasm		---	DOID:0002152	---
DOID:0006217	gastric diffuse adenocarcinoma		---	DOID:0003717	---
DOID:0000622	Lentivirus infectious disease		Y	---	---
DOID:0006225	Cronkhite-Canada syndrome		---	DOID:0000076	---
DOID:0006227	articular cartilage disease		---	DOID:0000381	---
DOID:0006228	peritoneal serous papillary adenocarcinoma		---	DOID:0004901	---
DOID:0006229	childhood mature teratoma of the ovary		---	DOID:0006230 DOID:0006231	---
DOID:0006230	childhood teratoma of the ovary		---	DOID:0005567 DOID:0006084	---
DOID:0006231	mature teratoma of the ovary		---	DOID:0005566 DOID:0006232	---
DOID:0006232	ovarian biphasic or triphasic teratoma		---	DOID:0005567	---
DOID:0006239	non-invasive bladder papillary urothelial neoplasm		---	DOID:0005432	---
DOID:0000624	transient hypogammaglobulinemia of infancy		---	DOID:0000625	---
DOID:0006240	transitional cell intraepithelial neoplasm		Y	---	---
DOID:0006244	familial renal oncocytoma		---	DOID:0006245	---
DOID:0006245	renal oncocytoma		---	DOID:0003116	OMIM:553000 
DOID:0006246	oncocytic neoplasm		Y	---	OMIM:553000 
DOID:0006249	mediastinum seminoma		---	DOID:0005559	---
DOID:0000625	transient hypogammaglobulinemia		---	DOID:0002583	---
DOID:0006250	Epstein-Barr virus related carcinoma		Y	---	---
DOID:0006255	growth hormone secreting pituitary adenoma		---	DOID:0005395	OMIM:102200 
DOID:0006256	malignant growth hormone secreting neoplasm of pituitary		---	DOID:0005716	---
DOID:0006257	chromophil adenoma of the kidney		---	DOID:0002697	---
DOID:0006258	type 1 papillary adenoma of the kidney		---	DOID:0006257	---
DOID:0006259	type 2 papillary adenoma of the kidney		---	DOID:0006257	---
DOID:0000626	complement deficiency		---	DOID:0000612	---
DOID:0006262	follicular dendritic cell sarcoma		---	DOID:0007849	---
DOID:0006263	inflammatory breast carcinoma		---	DOID:0003458	---
DOID:0006268	recurrent extraskeletal chondrosarcoma		Y	---	---
DOID:0000627	severe combined immunodeficiency		---	DOID:0000628	---
DOID:0006270	gastric cardia carcinoma		---	DOID:0005517	---
DOID:0006271	gastric cardia adenocarcinoma		---	DOID:0003717 DOID:0006270	---
DOID:0006273	metastasis to pituitary gland		Y	---	---
DOID:0006274	malignant thyroid stimulating hormone producing neoplasm of pituitary gland		---	DOID:0005716	---
DOID:0006275	TSH producing pituitary tumor		---	DOID:0005395	---
DOID:0006276	malignant ACTH producing neoplasm of pituitary gland		---	DOID:0005716	---
DOID:0006277	ACTH-producing pituitary tumor		Y	---	---
DOID:0006278	ovarian mucinous malignant adenofibroma		---	DOID:0004422 DOID:0006067	---
DOID:0000628	combined T cell and B cell immunodeficiency		---	DOID:0000612	OMIM:312863 
DOID:0006284	epicardium lipoma		---	DOID:0006285	---
DOID:0006285	heart lipoma		---	DOID:0060091	---
DOID:0006286	childhood cerebellar astrocytic neoplasm		---	DOID:0004848	---
DOID:0006287	recurrent pediatric cerebellar astrocytoma		Y	---	---
DOID:0006288	recurrent childhood brain tumor		Y	---	---
DOID:0000629	congenital disorder of natural immunity		Y	---	---
DOID:0006291	cerebral hemisphere lipoma		---	DOID:0000368	---
DOID:0006292	intracranial lipoma		Y	---	---
DOID:0006293	central nervous system lipoma		---	DOID:0060090 DOID:0000502	---
DOID:0006294	corpus callosum lipoma		---	DOID:0006291	---
DOID:0006296	Herpes simplex virus esophagitis		Y	---	---
DOID:0006297	viral esophagitis		---	DOID:0011963	---
DOID:0000630	genetic disease		---	DOID:0000004	---
DOID:0006301	prostate basal cell carcinoma		Y	---	---
DOID:0006307	ectopic thymus		---	DOID:0000533	---
DOID:0006308	metastatic transitional cell cancer of the renal pelvis and ureter		Y	---	---
DOID:0000631	fibromyalgia		---	DOID:0000633	---
DOID:0006312	clivus chordoma		---	DOID:0004151	---
DOID:0006313	clivus chondroid chordoma		---	DOID:0006312	---
DOID:0006314	ovarian fetiform teratoma		---	DOID:0006231	---
DOID:0006315	ovarian solid teratoma		---	DOID:0006231	---
DOID:0006316	Bartholin's gland adenocarcinoma		---	DOID:0002098 DOID:0003999	---
DOID:0006322	tibial adamantinoma		---	DOID:0002775	---
DOID:0006327	ovarian dermoid cyst with adenocarcinoma		Y	---	---
DOID:0006328	ovarian dermoid cyst with secondary carcinoma		Y	---	---
DOID:0006329	ovarian dermoid cyst with secondary tumor		Y	---	---
DOID:0000633	myositis		---	DOID:0000423	OMIM:160750 
DOID:0006331	immature teratoma of ovary		---	DOID:0002155 DOID:0005563 DOID:0006232	---
DOID:0006332	adult malignant hemangiopericytoma		---	DOID:0000264	---
DOID:0006333	adult intracranial malignant hemangiopericytoma		---	DOID:0000201	---
DOID:0006334	anterior optic tract meningioma		---	DOID:0003419	---
DOID:0006335	bilateral meningioma of optic nerve		---	DOID:0003419	---
DOID:0006337	cerebellopontine angle meningioma		---	DOID:0003200 DOID:0004211	---
DOID:0006338	testicular tumor of the thecoma fibroma group		Y	---	---
DOID:0006339	vulvar eccrine adenocarcinoma		---	DOID:0002098	---
DOID:0006344	melanocytic psammomatous MPNST		---	DOID:0006345	---
DOID:0006345	malignant melanocytic neoplasm of the peripheral nerve sheath		---	DOID:0005940	---
DOID:0000635	acquired immunodeficiency syndrome		---	DOID:0000526	OMIM:609423 
DOID:0006354	CLL/SLL		---	DOID:0001040	---
DOID:0000636	central pontine myelinolysis		---	DOID:0000936	---
DOID:0006361	renal cell carcinoma with constitutional chromosome 3 translocations		Y	---	---
DOID:0006364	migraine		---	DOID:0000936	OMIM:157300 OMIM:613656 
DOID:0006367	acral lentiginous melanoma		---	DOID:0008923	---
DOID:0000637	metabolic brain disease		Y	---	---
DOID:0006370	hepatic osteogenic sarcoma		---	DOID:0000270 DOID:0003357	---
DOID:0006376	hypersplenism		---	DOID:0002529	---
DOID:0006379	diffuse meningeal melanocytosis		---	DOID:0004955	---
DOID:0000638	demyelinating disease of central nervous system		Y	---	---
DOID:0006380	adult brain medulloblastoma		---	DOID:0060105	---
DOID:0006381	anterior foramen magnum meningioma		---	DOID:0004708	---
DOID:0006382	recurrent childhood glioma of brain stem		Y	---	---
DOID:0006383	childhood brain stem glioma		---	DOID:0004206	---
DOID:0006384	recurrent childhood central nervous system tumor		Y	---	---
DOID:0006385	recurrent childhood brainstem astrocytoma		Y	---	---
DOID:0006386	childhood brainstem astrocytoma		---	DOID:0006383	---
DOID:0000639	acute disseminated encephalomyelitis		---	DOID:0000640	---
DOID:0000064	epithelial tissue disease		Y	---	---
DOID:0000640	encephalomyelitis		---	DOID:0000331	---
DOID:0006404	metanephric adenoma		---	DOID:0002697	---
DOID:0006405	ovarian papillary cystadenoma		---	DOID:0003269 DOID:0006214	---
DOID:0006406	double outlet right ventricle		---	DOID:0001657	OMIM:217095 
DOID:0006407	ovarian surface papilloma		---	DOID:0006214	---
DOID:0006408	ovary papillary carcinoma		---	DOID:0006214	---
DOID:0000641	CNS demyelinating autoimmune disease		Y	---	---
DOID:0006419	tetralogy of Fallot		---	DOID:0001682	OMIM:187500 
DOID:0000642	demyelinating encephalopathy		Y	---	---
DOID:0006420	pulmonary valve stenosis		---	DOID:0005749	---
DOID:0006423	childhood central nervous system mature teratoma		---	DOID:0006017	---
DOID:0006424	pediatric CNS teratoma		Y	---	---
DOID:0006425	eyelid carcinoma		---	DOID:0003451	---
DOID:0006428	cervical adenoid basal carcinoma		---	DOID:0002893	---
DOID:0000643	progressive multifocal leukoencephalopathy		---	DOID:0000934	---
DOID:0006432	pulmonary hypertension		---	DOID:0010763	---
DOID:0006438	malignant choroid melanoma		---	DOID:0012759	---
DOID:0000644	leukoencephalopathy		Y	---	---
DOID:0006445	ovarian endometrioid malignant adenofibroma		---	DOID:0006170	---
DOID:0006446	ceruminous carcinoma		---	DOID:0004933	---
DOID:0006447	ceruminous tumor		Y	---	---
DOID:0006448	vulvar apocrine adenocarcinoma		---	DOID:0002098	---
DOID:0006451	central nervous system fibrosarcoma		---	DOID:0002133	---
DOID:0006457	Cowden disease		---	DOID:0050736	OMIM:158350 OMIM:612359 OMIM:615106 OMIM:615107 OMIM:615109 
DOID:0006458	cerebellar liponeurocytoma		---	DOID:0004205	---
DOID:0006459	lipoma of the rectum		---	DOID:0006460	---
DOID:0000646	viral encephalitis		---	DOID:0009588	---
DOID:0006460	large intestine lipoma		---	DOID:0004610	---
DOID:0006467	bone recurrent Ewing's sarcoma		Y	---	---
DOID:0006468	mucinous cystadenofibroma		---	DOID:0005482	---
DOID:0006469	ovarian mucinous adenofibroma		---	DOID:0060112	---
DOID:0000647	Polyomavirus infectious disease		Y	---	---
DOID:0006474	childhood teratocarcinoma of the testis		---	DOID:0006161	---
DOID:0006476	clear cell variant infiltrating bladder urothelial carcinoma		---	DOID:0006477	---
DOID:0006477	invasive bladder transitional cell carcinoma		---	DOID:0004006	---
DOID:0000648	kuru		---	DOID:0000649	---
DOID:0006481	bladder signet ring cell adenocarcinoma		---	DOID:0003711	---
DOID:0006482	lung acinar adenocarcinoma		---	DOID:0003910	---
DOID:0006483	rete testis adenoma		---	DOID:0005639	---
DOID:0006484	mediastinal melanocytic neurilemmoma		---	DOID:0003205 DOID:0006175	---
DOID:0006488	metastatic tumor to the iris		Y	---	---
DOID:0006489	periosteal osteogenic sarcoma		---	DOID:0003374	---
DOID:0000649	prion disease		---	DOID:0000936	---
DOID:0006491	breast capillary hemangioma		---	DOID:0000476	---
DOID:0006492	breast epithelioid hemangioma		---	DOID:0000476	---
DOID:0006494	pediatric myxoid chondrosarcoma		---	DOID:0005861	---
DOID:0006495	adult myxoid chondrosarcoma		---	DOID:0005861	---
DOID:0006496	extraskeletal myxoid chondrosarcoma		---	DOID:0004549 DOID:0005861	OMIM:612237 
DOID:0006498	seborrheic keratosis		---	DOID:0000161	OMIM:182000 
DOID:0000065	connective tissue disease		---	DOID:0000017	---
DOID:0006500	cerebellar angioblastoma		---	DOID:0004205	---
DOID:0006501	brain stem angioblastoma		---	DOID:0004203	---
DOID:0006505	vaginal spindle cell epithelioma		---	DOID:0000135	---
DOID:0006506	anaplastic seminoma		Y	---	---
DOID:0006510	lung occult squamous cell carcinoma		---	DOID:0003907	---
DOID:0006511	glandular pattern ovarian yolk sac tumor		---	DOID:0005350	---
DOID:0006512	hepatoid pattern ovarian yolk sac tumor		---	DOID:0005350	---
DOID:0006514	polyvesicular vitelline pattern ovarian yolk sac tumor		---	DOID:0005350	---
DOID:0006517	clivus meningioma		---	DOID:0004211 DOID:0004437	---
DOID:0006518	Bartholin's gland adenomyoma		---	DOID:0002068	---
DOID:0000652	congenital musculoskeletal abnormality		Y	---	---
DOID:0006522	mixed cell uveal melanoma		---	DOID:0006039	---
DOID:0006523	ciliary body mixed cell melanoma		---	DOID:0006522 DOID:0006524	---
DOID:0006524	malignant ciliary body melanoma		---	DOID:0004352	---
DOID:0006525	choroid mixed cell melanoma		---	DOID:0006438 DOID:0006522	---
DOID:0000653	purine-pyrimidine metabolic disorder		---	DOID:0000655	---
DOID:0006530	cortical thymoma		---	DOID:0003282	---
DOID:0006532	monomorphic B-cell PTLD		Y	---	---
DOID:0006533	monomorphic PTLD		Y	---	---
DOID:0006535	plasma cell PTLD		Y	---	---
DOID:0006536	plasma cell neoplasm		---	DOID:0000706	---
DOID:0000654	overnutrition		---	DOID:0000374	---
DOID:0006540	transient organic mental disorder		Y	---	---
DOID:0006543	acne		---	DOID:0009098	OMIM:604324 
DOID:0006544	atypical meningioma		Y	---	---
DOID:0006545	adult atypical meningioma		Y	---	---
DOID:0006546	secondary cardiac lymphoma		Y	---	---
DOID:0006547	heart lymphoma		---	DOID:0000117	---
DOID:0006548	angiomatous meningioma		---	DOID:0003565	---
DOID:0006549	schistosoma hematobium-related bladder verrucous squamous cell carcinoma		Y	---	---
DOID:0000655	inherited metabolic disorder		---	DOID:0014667	---
DOID:0006552	gastric small cell carcinoma		---	DOID:0005517	---
DOID:0006553	posterior foramen magnum meningioma		---	DOID:0004708	---
DOID:0006554	ovarian clear cell malignant adenofibroma		---	DOID:0002394	---
DOID:0006556	hamartoma of Spinal Cord		Y	---	---
DOID:0006559	ethmoid sinus Schneiderian papilloma		---	DOID:0001364	---
DOID:0000656	adrenal adenoma		---	DOID:0060089	---
DOID:0006562	ethmoid sinus inverted papilloma		---	DOID:0001364	---
DOID:0006563	metastatic testicular cancer		Y	---	---
DOID:0006564	neurilemmoma of the pleura		---	DOID:0000956	---
DOID:0006566	posterior uveal melanoma		---	DOID:0006039	---
DOID:0006567	uterine corpus myxoid leiomyosarcoma		---	DOID:0005289	---
DOID:0006569	micropapillomatosis labialis		---	DOID:0002071	---
DOID:0000657	adenoma		---	DOID:0060084	---
DOID:0006571	non-invasive bladder urothelial carcinoma		---	DOID:0004006	---
DOID:0006573	recurrent adult brain tumor		Y	---	---
DOID:0006574	Borderline malignancy papillary mucinous cystadenoma		Y	---	---
DOID:0006575	childhood optic tract astrocytoma		---	DOID:0004991	---
DOID:0006576	childhood optic nerve glioma		---	DOID:0004992	---
DOID:0006577	ovarian dermoid cyst with sebaceous adenoma		Y	---	---
DOID:0006578	ovarian dermoid cyst with secondary sebaceous tumor		Y	---	---
DOID:0006579	chest wall bone cancer		---	DOID:0000184	---
DOID:0006581	breast apocrine carcinoma		---	DOID:0003458	---
DOID:0006585	oncocytic breast carcinoma		---	DOID:0003458	---
DOID:0006587	invasive tubular breast carcinoma		---	DOID:0003458	---
DOID:0006590	spondylitis		---	DOID:0001123	---
DOID:0006594	bladder colonic type adenocarcinoma		---	DOID:0003711	---
DOID:0006595	gastric tubular adenocarcinoma		---	DOID:0003717	---
DOID:0000066	muscle tissue disease		---	DOID:0080000	---
DOID:0000660	adrenal cortex cancer		---	DOID:0003953	---
DOID:0006602	recurrent malignant peritoneal mesothelioma		Y	---	---
DOID:0006603	Kummell's disease		---	DOID:0001123	---
DOID:0006604	spondylosis and allied disorder		Y	---	---
DOID:0006605	classic variant of chromophobe renal cell carcinoma		---	DOID:0004471	---
DOID:0006606	eosinophilic variant of chromophobe renal cell carcinoma		---	DOID:0004471	---
DOID:0006607	nervous system hibernoma		---	DOID:0003093	---
DOID:0006608	endobronchial leiomyoma		---	DOID:0005136	---
DOID:0006609	basaloid squamous cell carcinoma of the head and neck		Y	---	---
DOID:0006610	bone epithelioid hemangioma		---	DOID:0060094	---
DOID:0006612	leukocyte adhesion deficiency		---	DOID:0050737	OMIM:116920 OMIM:266265 OMIM:612840 
DOID:0006613	vaginal villous adenoma		---	DOID:0005402	---
DOID:0006618	unknown primary adenocarcinoma		Y	---	---
DOID:0006620	X-linked hyper IgM syndrome		---	DOID:0002959	---
DOID:0006621	cerebral angioma		---	DOID:0005393	---
DOID:0006627	cervical adenoma malignum		---	DOID:0003701	---
DOID:0006628	malignant neoplasm of nipple		Y	---	---
DOID:0006629	nipple carcinoma		---	DOID:0003459	---
DOID:0000663	scrotal angioma		---	DOID:0000471	---
DOID:0006630	ovarian dermoid cyst with secondary sarcoma		Y	---	---
DOID:0006631	ovarian dermoid cyst with leiomyosarcoma		Y	---	---
DOID:0006632	ovarian dermoid cyst with angiosarcoma		Y	---	---
DOID:0006634	adult central nervous system choriocarcinoma		---	DOID:0003594	---
DOID:0006639	pediatric CNS choriocarcinoma		---	DOID:0006052	---
DOID:0000664	angiokeratoma of Fordyce		---	DOID:0003165	---
DOID:0006641	breast juvenile papillomatosis		---	DOID:0001634	---
DOID:0006643	Baastrup's syndrome		---	DOID:0001123	---
DOID:0006648	adult pineoblastoma		---	DOID:0005031	---
DOID:0006652	diffuse idiopathic skeletal hyperostosis		---	DOID:0000182	OMIM:106400 
DOID:0006654	childhood central nervous system immature teratoma		---	DOID:0006019	---
DOID:0006657	breast large cell neuroendocrine carcinoma		---	DOID:0001612	---
DOID:0006658	pulmonary large cell neuroendocrine carcinoma		---	DOID:0004556	---
DOID:0006659	cervical large cell neuroendocrine carcinoma		---	DOID:0002893	---
DOID:0006663	papillotubular adenocarcinoma		Y	---	---
DOID:0006667	regressing nevus		Y	---	---
DOID:0006675	menopausal syndrome		Y	---	---
DOID:0006676	Froelich's syndrome		---	DOID:0001931	---
DOID:0006677	diffuse infiltrative lymphocytosis syndrome		---	DOID:0000225	---
DOID:0006678	tooth and nail syndrome		---	DOID:0000225	OMIM:189500 
DOID:0000668	myositis ossificans		---	DOID:0000633	---
DOID:0006680	Capgras syndrome		---	DOID:0000778	---
DOID:0006681	diffuse leiomyomatosis syndrome		Y	---	---
DOID:0006682	spondylolisthesis		---	DOID:0080010	OMIM:184200 
DOID:0006683	Aarskog-Scott syndrome		---	DOID:0050736	OMIM:100050 OMIM:305400 
DOID:0006686	Achard syndrome		---	DOID:0000225	OMIM:100700 
DOID:0006687	Achenbach syndrome		---	DOID:0000037	---
DOID:0006688	autoimmune lymphoproliferative syndrome		---	DOID:0002916	OMIM:601859 OMIM:603909 OMIM:607271 OMIM:614470 
DOID:0006689	adherence syndrome		Y	---	---
DOID:0006690	acroparesthesia syndrome		Y	---	---
DOID:0006691	Aagenaes syndrome		---	DOID:0000225	OMIM:214900 
DOID:0006692	Barre-Lieou syndrome		---	DOID:0000225	---
DOID:0006693	testicular monophasic choriocarcinoma		---	DOID:0005551	---
DOID:0006696	synchronous multifocal osteogenic sarcoma		---	DOID:0003360	---
DOID:0006697	asynchronous multifocal osteogenic sarcoma		---	DOID:0003360	---
DOID:0000067	neural tissue disease		Y	---	---
DOID:0000670	amphetamine abuse		---	DOID:0000302	---
DOID:0006700	gastric fundus carcinoma		---	DOID:0005517	---
DOID:0006702	recurrent stomach cancer		Y	---	---
DOID:0006703	gastric pylorus carcinoma		---	DOID:0005517	---
DOID:0006704	anaplastic gastric carcinoma		Y	---	---
DOID:0006705	gastric body carcinoma		---	DOID:0005517	---
DOID:0006706	tubular variant testicular seminoma		---	DOID:0005842	---
DOID:0006707	malignant triton tumor		---	DOID:0005940	---
DOID:0006708	recurrent ovarian epithelial cancer		Y	---	---
DOID:0006710	metastatic anal cancer		Y	---	---
DOID:0006712	anterior spinal artery syndrome		---	DOID:0006713	---
DOID:0006713	cerebrovascular disease		---	DOID:0050828	OMIM:601367 
DOID:0006714	circumscribed storiform collagenoma		Y	---	---
DOID:0006715	collagen nevus of skin		Y	---	---
DOID:0006716	eruptive collagenoma		Y	---	---
DOID:0000672	spleen cancer		---	DOID:0060073	---
DOID:0006721	littre gland carcinoma		---	DOID:0003856	---
DOID:0006723	malignant type AB thymoma		---	DOID:0003280	---
DOID:0006725	spinal stenosis		---	DOID:0080007	---
DOID:0006726	fibrillary astrocytoma		---	DOID:0003069	---
DOID:0006727	colon small cell carcinoma		---	DOID:0001520	---
DOID:0006728	recurrent pediatric optic nerve astrocytoma		Y	---	---
DOID:0006729	recurrent pediatric optic nerve glioma		Y	---	---
DOID:0006730	recurrent childhood optic tract astrocytoma		Y	---	---
DOID:0006731	recurrent glioma of childhood visual pathway		Y	---	---
DOID:0006733	intrahepatic bile duct cystadenoma		---	DOID:0005384	---
DOID:0006735	schwannoma of jugular foramen		---	DOID:0000956	---
DOID:0000674	cleft palate		---	DOID:0050567	OMIM:119540 OMIM:119570 
DOID:0006740	cervix small cell carcinoma		---	DOID:0002893	---
DOID:0006741	bilateral breast cancer		---	DOID:0003459	---
DOID:0006742	synchronous bilateral breast carcinoma		---	DOID:0006741	---
DOID:0006750	malignant fibrous histiocytoma recurrent		Y	---	---
DOID:0006752	internal auditory canal lipoma		---	DOID:0000833	---
DOID:0006755	amyloid tumor		---	DOID:0003350	---
DOID:0006758	chest wall lymphoma		---	DOID:0005093	---
DOID:0006759	bone lymphoma		---	DOID:0000184	---
DOID:0000676	juvenile rheumatoid arthritis		---	DOID:0007148	OMIM:604302 
DOID:0006760	lung lymphoma		---	DOID:0001324	---
DOID:0006761	skin lymphoma		Y	---	---
DOID:0006762	sternum lymphoma		---	DOID:0005090	---
DOID:0006764	peripheral neuroblastoma		Y	---	---
DOID:0006774	polyembryoma of the ovary		---	DOID:0005351	---
DOID:0006776	breast myoepithelial carcinoma		---	DOID:0003459	---
DOID:0006777	villoglandular endometrial endometrioid adenocarcinoma		---	DOID:0002870	---
DOID:0006778	renal pelvis and ureter localized transitional cell cancer		Y	---	---
DOID:0000678	progressive supranuclear palsy		---	DOID:0000480	OMIM:601104 OMIM:609454 OMIM:610898 
DOID:0006784	pediatric desmoplastic small round cell tumor		Y	---	---
DOID:0006785	desmoplastic small round cell tumor		Y	---	---
DOID:0006786	childhood botryoid rhabdomyosarcoma		---	DOID:0003255	---
DOID:0006787	childhood vagina botryoid rhabdomyosarcoma		---	DOID:0006788	---
DOID:0006788	vagina botryoid rhabdomyosarcoma		---	DOID:0001901	---
DOID:0006789	vulvar childhood botryoid-type embryonal rhabdomyosarcoma		---	DOID:0002096	---
DOID:0000679	basal ganglia disease		---	DOID:0000936	---
DOID:0006792	mixed endodermal sinus neoplasm and teratoma with seminoma of the testis		Y	---	---
DOID:0000068	lymphomyeloid tissue disease		Y	---	---
DOID:0000680	tauopathy		---	DOID:0001289	---
DOID:0006801	recurrent hematologic cancer		Y	---	---
DOID:0006802	relapsed precursor T lymphoblastic lymphoma/leukemia		Y	---	---
DOID:0006803	recurrent adult acute lymphocytic leukemia		Y	---	---
DOID:0006804	colon Kaposi sarcoma		---	DOID:0005260	---
DOID:0006807	hamartoma Moniliformis		Y	---	---
DOID:0006808	Basaloid follicular hamartoma		Y	---	---
DOID:0006809	vaginal tubular adenoma		---	DOID:0005402	---
DOID:0000681	progressive bulbar palsy		---	DOID:0000231	---
DOID:0006811	juvenile pilocytic astrocytoma		---	DOID:0006812	---
DOID:0006812	childhood pilocytic astrocytoma		---	DOID:0004851	---
DOID:0000682	compartment syndrome		---	DOID:0000326	---
